HB010	HB020	HB030	HB050	HB050_F	HB060	HB060_F	HB070	HB070_F	HB080	HB080_F	HB100	HB100_F	HB120	HB120_F	HY020	HY020_F	HY022	HY022_F	HY023	HY023_F	HY030N	HY030N_F	HY040N	HY040N_F	HY050N	HY050N_F	HY060N	HY060N_F	HY070N	HY070N_F	HY080N	HY080N_F	HY081N	HY081N_F	HY090N	HY090N_F	HY100N	HY100N_F	HY110N	HY110N_F	HY120N	HY120N_F	HY130N	HY130N_F	HY131N	HY131N_F	HY145N	HY145N_F	HY170N	HY170N_F	HY010	HY010_F	HY040G	HY040G_F	HY050G	HY050G_F	HY060G	HY060G_F	HY070G	HY070G_F	HY080G	HY080G_F	HY081G	HY081G_F	HY090G	HY090G_F	HY100G	HY100G_F	HY110G	HY110G_F	HY120G	HY120G_F	HY130G	HY130G_F	HY131G	HY131G_F	HY140G	HY140G_F	HS011	HS011_F	HS021	HS021_F	HS022	HS022_F	HS031	HS031_F	HS040	HS040_F	HS050	HS050_F	HS060	HS060_F	HS090	HS090_F	HS110	HS110_F	HS120	HS120_F	HS150	HS150_F	HD080	HD080_F	HH010	HH010_F	HH021	HH021_F	HH030	HH030_F	HH050	HH050_F	HH060	HH060_F	HH070	HH070_F	CUOTAHIP	CUOTAHIP_F	HX040	HX060	HX240	VHRENTAA	VHRENTAAIA	VHPOBREZA	VHMATDEP	HI010	HI010_F	HI020	HI020_F	HI030	HI030_F	HI040	HI040_F	POBRECAT	HS160	HS160_F	HS170	HS170_F	HC020	HC020_F	HC080	HC080_F	HY030G	HY030G_F	HH040	HH040_F	HS140	HS140_F	HS180	HS180_F	HS190	HS190_F	HC001	HC001_F	HC002	HC002_F	HC003	HC003_F	HC060	HC060_F	HC070	HC070_F
2023	ES	31316	3	1	2023	1	3131601	1	3131601	1	12	1	4	1	3894530	21	3774530	21	3774530	21	NA	-7	1002780	21	120000	11	0	11	0	11	492000	16	492000	16	610	21	138000	11	0	11	85000	11	120000	16	0	16	-209900	21	0	16	4601920	25	1002780	25	120000	15	0	15	0	15	492000	16	492000	16	1020	25	138000	11	0	15	85000	11	120000	16	0	16	502390	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	NA	96	1	1	2	1	2	1	6	1	1	1	NA	96	34627	1	97000	1	4	10	1.9	3894530	4691196	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	310	1	4	1	934667	1	2	1	1	1	2	1	2	1	3	1	2	1	4	1	2	1	2	1
2023	ES	31317	2	1	2023	1	3131701	1	3131701	1	28	1	1	1	3308330	21	3308330	21	156190	11	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	630	21	0	11	0	11	25379	11	0	16	0	16	181900	21	0	16	4321450	25	0	15	0	15	0	15	0	15	0	16	0	16	750	25	0	11	0	15	25379	11	0	16	0	16	987740	25	NA	96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	1	1	5	1	1	1	NA	96	20721	1	NA	96	1	3	1	3308330	3946790	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	80	1	3	1	638460	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	2	1
2023	ES	31318	2	1	2023	1	3131801	1	3131801	1	18	1	1	1	2259695	51	1819695	51	1819695	51	NA	-7	0	11	0	11	0	11	440000	11	0	16	0	16	0	11	0	11	0	11	0	11	0	16	0	16	-58218	11	0	16	2559168	55	0	15	0	15	0	15	440000	15	0	16	0	16	0	15	0	11	0	15	0	11	0	16	0	16	299473	55	2	1	3	1	2	1	NA	96	2	1	1	1	2	1	1	1	2	1	1	1	NA	96	2	1	3	1	3	1	5	1	1	1	56100	1	78955	1	NA	96	1	5	1	2259695	2259695	0	1	1	1	1	1	NA	96	2	1	0	2	1	2	1	70	1	2	1	0	1	1	1	1	1	2	1	2	1	4	1	2	1	4	1	2	1	2	1
2023	ES	31319	3	1	2023	1	3131901	1	3131901	1	16	1	3	1	5721890	21	5721890	21	5721890	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	120000	11	0	11	29200	11	0	16	0	16	39610	21	0	16	7708520	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	120000	11	0	15	29200	11	0	16	0	16	1957430	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	3	1	2	1	4	1	1	1	NA	96	28652	1	45000	1	3	11	2	5721890	6229908	0	0	2	1	NA	96	NA	96	3	1	0	1	1	2	1	75	1	2	1	628018	1	2	1	1	1	2	1	2	1	3	1	2	1	4	1	1	1	2	1
2023	ES	31320	2	1	2023	1	NA	97	3132001	1	14	1	1	1	1006430	21	1006430	21	-52000	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	11	0	11	0	11	52000	11	0	16	0	16	0	11	0	16	1058430	25	0	15	0	15	0	15	0	15	0	16	0	16	0	15	0	11	0	15	52000	11	0	16	0	16	0	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	3	1	3	1	5	1	NA	96	1	1	3	1	1	1	3	1	1	1	NA	96	21527	1	NA	96	1	6	1	1006430	1569313	1	0	1	1	7	1	NA	96	2	1	1	2	1	2	1	56	1	4	1	562883	1	2	1	1	1	2	1	2	1	3	1	1	1	4	1	2	1	2	1
2023	ES	31321	3	1	2023	1	3132101	1	3132101	1	13	1	4	1	3131260	21	3131260	21	3131260	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-231680	21	0	16	3542030	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	410770	25	3	1	3	1	2	1	NA	96	2	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	3	1	3	1	2	1	1	1	75000	1	90343	1	NA	96	4	12	2.1	3131260	3131260	0	0	3	1	NA	96	9	1	1	1	0	2	1	2	1	90	1	4	1	0	1	2	1	1	1	2	1	2	1	3	1	1	1	4	1	2	1	2	1
2023	ES	31322	3	1	2023	1	3132201	1	3132201	1	51	1	2	1	255400	11	187300	11	187300	11	NA	-7	0	11	20000	11	48100	21	0	11	2e+05	16	2e+05	16	0	21	124590	11	10500	11	23200	11	0	16	0	16	0	11	0	16	278600	15	0	15	20000	15	48100	25	0	15	2e+05	16	2e+05	16	0	25	124590	11	10500	15	23200	11	0	16	0	16	0	15	2	1	2	1	2	1	NA	96	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1	4	1	2	1	NA	96	26101	1	43500	1	2	10	1.3	255400	787627	1	1	3	1	NA	96	9	1	NA	97	1	2	1	1	1	50	1	3	1	656818	1	2	1	1	1	2	1	2	1	3	1	1	1	4	1	2	1	2	1
2023	ES	31323	3	1	2023	1	3132301	1	3132301	1	9	1	3	1	1630270	21	1630270	21	1630270	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	34000	11	0	16	0	16	-10820	21	0	16	1793380	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	34000	11	0	16	0	16	129110	25	NA	96	3	1	2	1	NA	96	1	1	1	1	2	1	1	1	1	1	3	1	NA	96	1	1	4	1	1	1	5	1	1	1	NA	96	36791	1	NA	96	3	11	2	1630270	2257638	1	0	2	1	NA	96	NA	96	2	1	1	2	1	NA	97	96	1	3	1	627368	1	2	1	2	1	2	1	2	1	4	1	1	1	4	1	2	1	2	1
2023	ES	31324	4	1	2023	1	3132401	1	3132401	1	13	1	4	1	3630100	21	2515340	21	2515340	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	402000	11	0	11	40000	11	0	16	0	16	-399830	21	0	16	3718100	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	402000	11	0	15	40000	11	0	16	0	16	48000	25	3	1	3	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	3	1	2	1	1	1	4	1	2	1	5	1	1	1	NA	96	54460	1	90000	1	4	12	2.3	3630100	3986679	0	0	2	1	NA	96	NA	96	2	1	0	2	1	1	1	90	1	3	1	758580	1	2	1	1	1	2	1	2	1	3	1	1	1	4	1	1	1	1	1
2023	ES	31325	3	1	2023	1	3132501	1	3132502	1	13	1	4	1	6489010	21	6474980	21	4816800	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	810	21	0	11	0	11	0	11	240000	16	0	16	225120	21	0	16	8346790	25	0	15	0	15	0	15	0	15	0	16	0	16	1000	25	0	11	0	15	0	11	240000	16	0	16	1617780	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	1	3	1	3	1	3	1	1	1	55000	1	73360	1	NA	96	4	12	2.5	6489010	6489010	0	0	2	1	NA	96	NA	96	2	1	0	1	1	2	1	80	1	4	1	0	1	2	1	2	1	2	1	1	1	4	1	1	1	4	1	1	1	1	1
2023	ES	31326	3	1	2023	1	3132601	1	3132604	1	19	1	4	1	7601170	21	7601170	21	7601170	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	54000	11	0	16	0	16	-207900	21	0	16	9162240	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	54000	11	0	16	0	16	1507070	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	3	1	NA	96	1	1	2	1	1	1	3	1	1	1	NA	96	35477	1	NA	96	4	14	2.5	7601170	8216407	0	0	2	1	NA	96	NA	96	2	1	0	2	1	1	1	85	1	2	1	615238	1	2	1	1	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	31327	3	1	2023	1	3132701	1	3132701	1	17	1	1	1	1348710	21	1348710	21	1348710	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	252000	11	0	11	140000	11	0	16	0	16	-108730	21	0	16	1601160	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	252000	11	0	15	140000	11	0	16	0	16	112450	25	2	1	2	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	4	1	2	1	4	1	2	1	NA	96	67260	1	45600	1	1	2	1	1348710	1750289	0	1	3	1	NA	96	4	1	NA	97	0	2	1	2	1	73	1	2	1	653580	1	1	1	1	1	2	1	2	1	4	1	1	1	4	1	1	1	2	1
2023	ES	31329	2	1	2023	1	3132901	1	3132902	1	27	1	4	1	6349890	21	3773600	21	3773600	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	84000	11	0	11	64000	11	0	16	0	16	-745880	21	21000	16	6686420	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	84000	11	0	15	64000	11	0	16	0	16	272530	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	1	3	1	2	1	6	1	2	1	NA	96	60531	1	30000	1	4	12	2.5	6349890	7038244	0	0	2	1	NA	96	NA	96	3	1	0	1	1	1	1	90	1	2	1	772354	1	1	1	1	1	1	1	1	1	3	1	2	1	4	1	2	1	2	1
2023	ES	31330	2	1	2023	1	3133001	1	3133002	1	11	1	4	1	4305930	21	4239180	21	4239180	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	3370	21	480000	11	0	11	16500	11	0	16	0	16	-167660	21	0	16	5147950	25	0	15	0	15	0	15	0	15	0	16	0	16	4160	25	480000	11	0	15	16500	11	0	16	0	16	825520	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	4	1	2	1	3	1	1	1	NA	96	59880	1	60000	1	4	12	2.1	4305930	4593695	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	50	1	3	1	767765	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	31331	2	1	2023	1	3133101	1	3133101	1	13	1	3	1	5363270	21	5282850	21	5282850	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	324000	11	0	11	1e+05	11	0	16	0	16	28060	21	0	16	7092750	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	324000	11	0	15	1e+05	11	0	16	0	16	1629480	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	5	1	2	1	1	1	3	1	2	1	6	1	1	1	NA	96	63993	1	77000	1	3	11	2	5363270	5815224	0	0	1	1	4	1	NA	96	3	1	0	2	1	1	1	110	1	3	1	775954	1	2	1	1	1	1	1	2	1	3	1	2	1	4	1	1	1	2	1
2023	ES	31332	2	1	2023	1	3133201	1	3133201	1	5	1	1	1	970100	21	970100	21	0	11	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	0	11	0	16	970100	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	0	25	NA	96	NA	96	2	1	NA	96	2	1	1	1	2	1	2	1	2	1	3	1	NA	96	2	1	3	1	5	1	4	1	1	1	NA	96	1364	1	NA	96	1	4	1	970100	1663254	1	0	2	1	NA	96	NA	96	1	1	1	2	1	2	1	70	1	3	1	693154	1	2	1	2	1	2	1	2	1	3	1	1	1	4	1	2	1	2	1
2023	ES	31333	3	1	2023	1	3133301	1	3133301	1	33	1	2	1	2103620	21	2103620	21	223130	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	48400	11	0	16	0	16	-271530	21	0	16	2030890	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	48400	11	0	16	0	16	-121130	25	NA	96	3	1	2	1	NA	96	2	1	1	1	1	1	1	1	1	1	4	1	NA	96	2	1	4	1	1	1	5	1	1	1	NA	96	27760	1	NA	96	2	7	1.5	2103620	3018535	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	63	1	3	1	914915	1	2	1	2	1	2	1	2	1	3	1	1	1	4	1	2	1	2	1
2023	ES	31334	3	1	2023	1	3133401	1	3133401	1	13	1	3	1	3731240	21	3731240	21	3731240	21	NA	-7	423590	21	0	11	0	11	0	11	0	16	0	16	0	21	252000	11	0	11	80000	11	0	16	0	16	30480	21	0	16	5015320	25	423590	25	0	15	0	15	0	15	0	16	0	16	0	25	252000	11	0	15	80000	11	0	16	0	16	1204080	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	2	1	5	1	2	1	1	1	2	1	2	1	6	1	1	1	NA	96	46877	1	108900	1	3	10	2	3731240	4305906	0	0	1	1	7	1	NA	96	1	1	0	2	1	2	1	112	1	4	1	826667	1	2	1	2	1	2	1	2	1	3	1	1	1	4	1	1	1	1	1
2023	ES	31336	2	1	2023	1	3133601	1	3133601	1	23	1	3	1	4943320	21	4888700	21	4888700	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	92567	11	0	11	30000	11	0	16	0	16	-50510	21	0	16	6402060	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	92567	11	0	15	30000	11	0	16	0	16	1428740	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	4	1	2	1	6	1	1	1	NA	96	33343	1	35500	1	3	11	2	4943320	5551806	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	70	1	3	1	701054	1	2	1	2	1	2	1	2	1	2	1	1	1	4	1	1	1	1	1
2023	ES	31337	2	1	2023	1	3133701	1	3133701	1	45	1	4	1	4022450	21	4022450	21	4022450	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	334800	11	0	11	29600	11	0	16	0	16	-29060	21	0	16	4832520	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	334800	11	0	15	29600	11	0	16	0	16	780470	25	3	1	3	1	2	1	3	1	2	1	1	1	2	1	1	1	1	1	3	1	2	1	2	1	4	1	2	1	4	1	1	1	NA	96	53322	1	71000	1	4	12	2.1	4022450	4523311	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	90	1	3	1	835662	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	31338	2	1	2023	1	3133801	1	3133801	1	44	1	2	1	3102910	21	3102910	21	3102910	21	NA	-7	0	11	0	11	0	11	0	11	99600	16	99600	16	0	21	140100	51	0	11	57000	11	99600	16	99600	16	-69100	21	0	16	3783400	25	0	15	0	15	0	15	0	15	99600	16	99600	16	0	25	140100	51	0	15	57000	11	99600	16	99600	16	523890	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	NA	96	1	1	3	1	2	1	8	1	1	1	NA	96	41249	1	34100	1	2	8	1.5	3102910	3928840	0	0	2	1	NA	96	NA	96	2	1	0	2	1	1	1	96	1	3	1	966030	1	2	1	2	1	2	1	2	1	5	1	NA	96	4	1	1	1	1	1
2023	ES	31340	3	1	2023	1	3134001	1	3134001	1	10	1	1	1	1873520	21	1873520	21	1873520	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	1800	21	0	16	2335670	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	462150	25	NA	96	3	1	2	1	NA	96	1	1	1	1	2	1	3	1	1	1	3	1	NA	96	1	1	4	1	5	1	5	1	1	1	NA	96	21761	1	NA	96	1	2	1	1873520	2729155	0	0	1	1	1	1	NA	96	2	1	0	1	1	1	1	80	1	3	1	855635	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	2	1
2023	ES	31341	3	1	2023	1	3134101	1	3134101	1	12	1	4	1	4695780	21	4108230	21	4108230	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	36000	11	0	11	40000	11	0	16	0	16	-193240	21	0	16	5998560	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	36000	11	0	15	40000	11	0	16	0	16	1262780	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	4	1	2	1	5	1	1	1	NA	96	29239	1	40800	1	4	12	2.5	4695780	5272274	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	85	1	3	1	612494	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	2	1
2023	ES	31342	3	1	2023	1	3134201	1	3134202	1	10	1	4	1	3518000	21	3518000	21	3518000	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	13200	11	0	11	34000	11	0	16	0	16	-322390	21	0	16	3979290	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	13200	11	0	15	34000	11	0	16	0	16	427290	25	3	1	1	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	4	1	2	1	4	1	1	1	NA	96	25322	1	41500	1	4	12	2.5	3518000	4169494	0	0	2	1	NA	96	NA	96	1	1	0	2	1	1	1	92	1	3	1	664694	1	2	1	1	1	2	1	1	1	3	1	2	1	4	1	1	1	2	1
2023	ES	31343	3	1	2023	1	3134301	1	3134302	1	15	1	2	1	7394820	21	7394820	21	7394820	21	NA	-7	365420	21	0	11	0	11	0	11	480000	16	0	16	0	21	175245	11	0	11	120000	11	480000	16	480000	16	-83480	21	0	16	10590090	25	365420	25	0	15	0	15	0	15	480000	16	0	16	0	25	175245	11	0	15	120000	11	480000	16	480000	16	2595270	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	3	1	2	1	6	1	1	1	NA	96	62843	1	35000	1	2	8	1.5	7394820	8248244	0	0	3	1	NA	96	5	1	1	1	0	2	1	1	1	130	1	4	1	1028670	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	31344	3	1	2023	1	3134401	1	3134401	1	16	1	3	1	5768970	21	5768970	21	5768970	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	87730	21	0	11	0	11	36000	11	0	16	0	16	73560	21	0	16	7264370	25	0	15	0	15	0	15	0	15	0	16	0	16	108320	25	0	11	0	15	36000	11	0	16	0	16	1459400	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	3	1	NA	96	3	1	4	1	1	1	6	1	2	1	NA	96	25635	1	NA	96	3	9	2	5768970	6428264	0	0	2	1	NA	96	NA	96	NA	97	0	1	1	2	1	80	1	2	1	659294	1	2	1	1	1	2	1	2	1	3	1	2	1	4	1	2	1	2	1
2023	ES	31345	2	1	2023	1	3134501	1	3134501	1	13	1	1	1	4084370	21	4084370	21	4036650	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	0	11	0	11	0	11	0	16	0	16	-319870	21	0	16	4978500	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	0	11	0	15	0	11	0	16	0	16	894130	25	3	1	3	1	2	1	NA	96	1	1	1	1	2	1	1	1	1	1	3	1	NA	96	3	1	3	1	3	1	3	1	1	1	76700	1	89127	1	NA	96	1	2	1	4084370	4084370	0	0	2	1	NA	96	NA	96	3	1	0	2	1	1	1	70	1	2	1	0	1	2	1	1	1	1	1	1	1	3	1	2	1	4	1	1	1	2	1
2023	ES	31347	2	1	2023	1	3134701	1	3134701	1	17	1	4	1	4947250	21	4935190	21	4935190	21	NA	-7	0	11	0	11	12060	21	0	11	0	16	0	16	1720	21	231516	11	0	11	25379	11	0	16	0	16	-100140	21	0	16	6284960	25	0	15	0	15	12060	25	0	15	0	16	0	16	2130	25	231516	11	0	15	25379	11	0	16	0	16	1312330	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	3	1	NA	96	1	1	4	1	2	1	4	1	1	1	NA	96	48173	1	71400	1	4	12	2.1	4947250	5355273	0	0	3	1	NA	96	9	1	3	1	0	1	1	2	1	69	1	3	1	639540	1	2	1	1	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	31350	2	1	2023	1	3135001	1	3135001	1	15	1	1	1	1322776	21	116676	51	116676	51	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	3600	11	0	11	28000	11	0	16	0	16	-144676	11	0	16	1323340	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	3600	11	0	15	28000	11	0	16	0	16	-27436	25	3	1	3	1	2	1	NA	96	1	1	1	1	1	1	3	1	1	1	4	1	NA	96	1	1	4	1	2	1	5	1	1	1	NA	96	22172	1	25200	1	1	2	1	1322776	1990755	0	0	3	1	NA	96	4	1	2	1	0	2	1	1	1	85	1	3	1	671580	1	2	1	2	1	1	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	31351	3	1	2023	1	3135101	1	3135101	1	51	1	4	1	3993940	21	3993940	21	2059100	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	254400	11	0	11	41600	11	0	16	0	16	-80740	21	0	16	4630720	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	254400	11	0	15	41600	11	0	16	0	16	595180	25	3	1	3	1	2	1	3	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	4	1	2	1	5	1	1	1	NA	96	58127	1	70000	1	4	12	2.5	3993940	4313919	0	0	2	1	NA	96	NA	96	2	1	0	2	1	1	1	85	1	2	1	574380	1	2	1	1	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	31352	3	1	2023	1	3135201	1	3135201	1	28	1	2	1	6112000	21	6112000	21	3863160	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	21	10800	11	0	11	85600	11	0	16	0	16	455260	21	0	16	7984270	25	0	15	0	15	0	15	0	15	0	16	0	16	0	25	10800	11	0	15	85600	11	0	16	0	16	1786670	25	3	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	5	1	2	1	3	1	2	1	2	1	7	1	1	1	NA	96	33487	1	48300	1	2	8	1.5	6112000	6877466	0	0	2	1	NA	96	NA	96	2	1	0	2	1	2	1	280	1	4	1	776267	1	2	1	2	1	2	1	2	1	3	1	2	1	2	1	1	1	1	1
2023	ES	31353	3	1	2023	1	3135301	1	3135301	1	66	1	2	1	6625480	21	6625480	21	6625480	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	2040	21	0	11	0	11	42500	11	0	16	0	16	276050	21	0	16	9837270	25	0	15	0	15	0	15	0	15	0	16	0	16	2950	25	0	11	0	15	42500	11	0	16	0	16	3169290	25	NA	96	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	5	1	NA	96	1	1	2	1	1	1	6	1	1	1	NA	96	33864	1	NA	96	2	8	1.5	6625480	7485746	0	0	1	1	2	1	NA	96	2	1	0	2	1	2	1	90	1	3	1	860267	1	2	1	2	1	2	1	2	1	3	1	2	1	4	1	1	1	2	1
2023	ES	31354	2	1	2023	1	3135401	1	3135401	1	13	1	1	1	1130520	21	1130520	21	-39800	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	0	11	0	11	0	11	120000	11	0	16	0	16	0	11	0	16	1250520	25	0	15	0	15	0	15	0	15	0	16	0	16	0	15	0	11	0	15	120000	11	0	16	0	16	0	25	NA	96	3	1	2	1	NA	96	2	1	1	1	2	1	3	1	3	1	3	1	NA	96	2	1	2	1	1	1	4	1	1	1	NA	96	40677	1	NA	96	1	6	1	1130520	1813186	0	0	3	1	NA	96	9	1	2	1	1	2	1	2	1	NA	97	3	1	682667	1	2	1	1	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	31355	3	1	2023	1	3135502	1	3135501	1	21	1	4	1	9352660	21	8794370	21	8794370	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	19050	21	0	11	0	11	40000	11	0	16	0	16	-26250	21	0	16	12532570	25	0	15	0	15	0	15	0	15	0	16	0	16	23510	25	0	11	0	15	40000	11	0	16	0	16	3139910	25	NA	96	3	1	2	1	NA	96	1	1	2	1	1	1	1	1	1	1	4	1	NA	96	1	1	2	1	1	1	6	1	1	1	NA	96	26939	1	NA	96	4	9	2.5	9352660	9967897	0	0	2	1	NA	96	NA	96	1	1	0	2	1	2	1	180	1	4	1	615238	1	2	1	1	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	31357	3	1	2023	1	3135701	1	3135701	1	11	1	2	1	4565994	21	4208524	21	4208524	21	NA	-7	740320	21	0	11	0	11	0	11	0	16	0	16	16078	51	0	11	0	11	60000	11	0	16	0	16	-24146	21	0	16	6834930	25	966500	25	0	15	0	15	0	15	0	16	0	16	19850	55	0	11	0	15	60000	11	0	16	0	16	2208935	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	4	1	NA	96	1	1	2	1	1	1	6	1	1	1	NA	96	28419	1	NA	96	2	8	1.5	4565994	5428661	0	0	3	1	NA	96	9	1	2	1	0	2	1	2	1	150	1	3	1	862667	1	2	1	3	1	2	1	2	1	3	1	2	1	4	1	1	1	1	1
2023	ES	31359	3	1	2023	1	3135901	1	3135901	1	19	1	4	1	6720210	21	6720210	21	6720210	21	NA	-7	0	11	0	11	0	11	0	11	0	16	0	16	14440	21	0	11	0	11	50000	11	0	16	0	16	-30750	21	0	16	8255400	25	0	15	0	15	0	15	0	15	0	16	0	16	14450	25	0	11	0	15	50000	11	0	16	0	16	1485190	25	NA	96	3	1	2	1	NA	96	1	1	1	1	1	1	1	1	1	1	3	1	NA	96	1	1	4	1	1	1	6	1	1	1	NA	96	36010	1	NA	96	4	9	2.5	6720210	7467389	0	0	3	1	NA	96	9	1	NA	97	0	2	1	1	1	140	1	3	1	747180	1	2	1	1	1	2	1	2	1	3	1	2	1	2	1	1	1	1	1
