RB010	RB020	RB030	RB050	RB050_F	RB080	RB080_F	RB081	RB081_F	RB082	RB082_F	RB090	RB090_F	RB200	RB200_F	RB211	RB211_F	RB220	RB220_F	RB230	RB230_F	RB240	RB240_F	RB280	RB280_F	RB290	RB290_F	RL010	RL010_F	RL020	RL020_F	RL030	RL030_F	RL040	RL040_F	RL050	RL050_F	RL060	RL060_F	RL070	RL070_F	VRLOWJOB	VREU2020	VRMATSOCDEP	VRLOWJOB_N	VREU2020_N	RCH010	RCH010_F	RCH020	RCH020_F	RK050	RK050_F	RK060	RK060_F	RK070	RK070_F	RK080	RK080_F	AROPE	AROPE_N
2021	ES	917404	160351249	1	2007	1	13	1	13	1	1	1	1	1	5	1	917402	1	917401	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	2	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	917501	116159833	1	1971	1	49	1	49	1	1	1	1	1	1	1	 	96	 	96	917502	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	917502	116159833	1	1970	1	50	1	50	1	2	1	1	1	1	1	 	96	 	96	917501	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	917503	116159833	1	2004	1	16	1	17	1	2	1	1	1	5	1	917501	1	917502	1	 	96	3	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	1	1	1	1	 	96	 	96	0	0
2021	ES	917601	121790490	1	1984	1	36	1	36	1	2	1	1	1	1	1	 	96	 	96	917602	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	917602	121790490	1	1981	1	39	1	39	1	1	1	1	1	1	1	 	96	 	96	917601	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	917603	121790490	1	2015	1	5	1	6	1	2	1	1	1	5	1	917602	1	917601	1	 	96	1	1	1	1	 	96	35	1	0	1	0	1	0	1	0	1	116772741	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	917604	121790490	1	2019	1	1	1	2	1	2	1	1	1	8	1	917602	1	917601	1	 	96	1	1	1	1	0	1	 	96	 	96	0	1	0	1	0	1	137284607	1	0	0	0	0	0	2	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	917801	379563842	1	1974	1	46	1	47	1	2	1	1	1	6	1	 	96	 	96	917802	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	1	1	0	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	917802	379563842	1	1971	1	49	1	49	1	1	1	1	1	1	1	 	96	 	96	917801	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	1	0	0	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	917803	379563842	1	2001	1	19	1	20	1	2	1	1	1	2	1	917802	1	917801	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	1	0	0	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	917804	379563842	1	2004	1	16	1	16	1	2	1	1	1	5	1	917802	1	917801	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	1	0	0	1	 	96	 	96	1	1	1	1	 	96	 	96	1	1
2021	ES	917805	379563842	1	2012	1	8	1	9	1	2	1	1	1	5	1	917802	1	917801	1	 	96	1	1	1	1	 	96	35	1	0	1	0	1	0	1	0	1	363588782	1	0	1	1	0	1	2	1	3	1	1	1	1	1	 	96	 	96	1	1
2021	ES	917901	39409867	1	1962	1	58	1	59	1	1	1	1	1	4	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	1	1	0	1	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	918101	40277772	1	1963	1	57	1	57	1	1	1	2	1	2	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	1	1	0	1	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	918201	150690431	1	1966	1	54	1	55	1	1	1	1	1	1	1	 	96	 	96	918202	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	918202	150690431	1	1966	1	54	1	55	1	2	1	1	1	1	1	 	96	 	96	918201	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	918301	132049684	1	1956	1	64	1	65	1	2	1	1	1	3	1	 	96	 	96	918302	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	918302	132049684	1	1954	1	66	1	67	1	1	1	1	1	3	1	 	96	 	96	918301	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	918501	86976947	1	1964	1	56	1	57	1	2	1	1	1	2	1	 	96	 	96	918502	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	1	1	0	1	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	918502	86976947	1	1965	1	55	1	55	1	1	1	1	1	1	1	 	96	 	96	918501	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	1	1	0	1	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	918601	155777500	1	1980	1	40	1	40	1	1	1	1	1	1	1	 	96	 	96	918602	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	918602	155777500	1	1981	1	39	1	39	1	2	1	1	1	1	1	 	96	 	96	918601	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	918603	155777500	1	2009	1	11	1	11	1	2	1	1	1	5	1	918601	1	918602	1	 	96	1	1	1	1	 	96	37	1	0	1	0	1	0	1	0	1	149421229	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	918604	155777500	1	2013	1	7	1	8	1	1	1	1	1	5	1	918601	1	918602	1	 	96	1	1	1	1	 	96	37	1	0	1	0	1	0	1	0	1	163885407	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	918605	155777500	1	2020	1	0	1	1	1	2	1	1	1	8	1	918601	1	918602	1	 	96	1	1	1	1	0	1	 	96	 	96	0	1	0	1	0	1	182689205	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	918701	251551652	1	1951	1	69	1	69	1	1	1	1	1	3	1	 	96	 	96	918704	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	918702	251551652	1	1977	1	43	1	43	1	1	1	1	1	1	1	918701	1	918704	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	918703	251551652	1	1983	1	37	1	38	1	1	1	1	1	1	1	918701	1	918704	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	918704	251551652	1	1956	1	64	1	65	1	2	1	1	1	3	1	 	96	 	96	918701	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	918901	305020335	1	1969	1	51	1	51	1	1	1	1	1	1	1	 	96	 	96	918902	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	918902	305020335	1	1968	1	52	1	52	1	2	1	1	1	1	1	 	96	 	96	918901	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	918903	305020335	1	2000	1	20	1	20	1	1	1	1	1	1	1	918901	1	918902	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	919001	121776651	1	1956	1	64	1	64	1	2	1	1	1	6	1	 	96	 	96	919002	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	919002	121776651	1	1951	1	69	1	69	1	1	1	1	1	3	1	 	96	 	96	919001	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	919101	506820987	1	1972	1	48	1	49	1	1	1	1	1	1	1	 	96	 	96	919102	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	919102	506820987	1	1973	1	47	1	48	1	2	1	1	1	1	1	 	96	 	96	919101	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	919103	506820987	1	2002	1	18	1	19	1	1	1	1	1	5	1	919101	1	919102	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	919104	506820987	1	2000	1	20	1	21	1	1	1	1	1	5	1	919101	1	919102	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	919105	506820987	1	2007	1	13	1	14	1	1	1	1	1	5	1	919101	1	919102	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	2	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	919201	82430771	1	1967	1	53	1	53	1	1	1	1	1	1	1	 	96	919202	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	919202	82430771	1	1935	1	90	1	91	1	2	1	1	1	8	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	919401	211653818	1	1935	1	87	1	87	1	2	1	1	1	3	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	919501	101862474	1	1956	1	64	1	65	1	1	1	1	1	3	1	 	96	 	96	919502	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	1	1	9	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	919502	101862474	1	1956	1	64	1	65	1	2	1	1	1	3	1	 	96	 	96	919501	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	1	1	9	1	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	919601	128161378	1	1973	1	47	1	48	1	1	1	1	1	1	1	 	96	 	96	919602	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	919602	128161378	1	1972	1	48	1	48	1	2	1	1	1	1	1	 	96	 	96	919601	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	919603	128161378	1	2006	1	14	1	15	1	1	1	1	1	5	1	919601	1	919602	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	919604	128161378	1	2008	1	12	1	12	1	2	1	1	1	5	1	919601	1	919602	1	 	96	1	1	1	1	 	96	32	1	0	1	0	1	0	1	0	1	148367535	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	919901	57689692	1	1964	1	56	1	57	1	1	1	1	1	1	1	 	96	 	96	919902	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	919902	57689692	1	1966	1	54	1	55	1	2	1	1	1	1	1	 	96	 	96	919901	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920001	365560748	1	1972	1	48	1	48	1	2	1	1	1	1	1	 	96	 	96	920002	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920002	365560748	1	1971	1	49	1	50	1	1	1	1	1	1	1	 	96	 	96	920001	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920003	365560748	1	2004	1	16	1	16	1	2	1	1	1	5	1	920002	1	920001	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	1	1	1	1	 	96	 	96	0	0
2021	ES	920101	163065907	1	1976	1	44	1	45	1	2	1	1	1	1	1	 	96	 	96	920102	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920102	163065907	1	1970	1	50	1	51	1	1	1	1	1	1	1	 	96	 	96	920101	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920103	163065907	1	2004	1	16	1	17	1	1	1	1	1	5	1	920102	1	920101	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	1	1	1	1	 	96	 	96	0	0
2021	ES	920104	163065907	1	2007	1	13	1	14	1	2	1	1	1	5	1	920102	1	920101	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	920201	71479540	1	1963	1	57	1	57	1	1	1	1	1	2	1	 	96	 	96	920202	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920202	71479540	1	1963	1	57	1	57	1	2	1	1	1	1	1	 	96	 	96	920201	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920203	71479540	1	1999	1	21	1	21	1	1	1	1	1	1	1	920201	1	920202	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920301	167462704	1	1972	1	48	1	49	1	2	1	1	1	1	1	 	96	 	96	920302	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	 	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920302	167462704	1	1972	1	48	1	48	1	1	1	1	1	1	1	 	96	 	96	920301	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	 	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920303	167462704	1	2005	1	15	1	16	1	2	1	1	1	5	1	920302	1	920301	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	 	0	0	2	1	2	1	1	1	1	1	 	96	 	96	0	0
2021	ES	920304	167462704	1	2005	1	15	1	16	1	2	1	1	1	5	1	920302	1	920301	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	 	0	0	2	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	920401	121790490	1	1983	1	37	1	37	1	1	1	1	1	1	1	 	96	 	96	920402	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920402	121790490	1	1984	1	36	1	37	1	2	1	1	1	1	1	 	96	 	96	920401	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920403	121790490	1	2013	1	7	1	8	1	2	1	1	1	5	1	920401	1	920402	1	 	96	1	1	1	1	 	96	38	1	0	1	0	1	0	1	0	1	128129441	1	0	0	0	0	0	2	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	920404	121790490	1	2017	1	3	1	4	1	2	1	1	1	5	1	920401	1	920402	1	 	96	1	1	1	1	38	1	 	96	0	1	0	1	0	1	0	1	130227833	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	920601	100531002	1	1959	1	61	1	61	1	1	1	1	1	1	1	 	96	920602	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920602	100531002	1	1935	1	90	1	91	1	2	1	1	1	6	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920701	91169147	1	1976	1	44	1	45	1	2	1	1	1	1	1	 	96	 	96	920702	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920702	91169147	1	1970	1	50	1	51	1	1	1	1	1	1	1	 	96	 	96	920701	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	920703	91169147	1	2013	1	7	1	8	1	1	1	1	1	5	1	920702	1	920701	1	 	96	1	1	1	1	 	96	40	1	0	1	0	1	0	1	0	1	95914318	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	920704	91169147	1	2016	1	4	1	5	1	1	1	1	1	5	1	920702	1	920701	1	 	96	1	1	1	1	40	1	 	96	0	1	0	1	0	1	0	1	87048992	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	920901	128288095	1	1951	1	69	1	70	1	2	1	1	1	3	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	921001	562468929	1	1986	1	34	1	35	1	1	1	1	1	1	1	 	96	 	96	921002	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	921002	562468929	1	1985	1	35	1	36	1	2	1	1	1	1	1	 	96	 	96	921001	1	3	1	2	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	921201	136073168	1	1954	1	66	1	67	1	2	1	1	1	3	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	921202	136073168	1	1950	1	70	1	70	1	1	1	1	1	3	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	921501	136073168	1	1950	1	70	1	70	1	2	1	1	1	3	1	 	96	 	96	921502	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	921502	136073168	1	1950	1	70	1	71	1	1	1	1	1	3	1	 	96	 	96	921501	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	921601	292959606	1	1938	1	82	1	83	1	1	1	1	1	3	1	 	96	 	96	921602	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	921602	292959606	1	1939	1	81	1	81	1	2	1	1	1	3	1	 	96	 	96	921601	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	921701	855356504	1	1939	1	81	1	82	1	1	1	1	1	3	1	 	96	 	96	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	921801	136691470	1	1980	1	40	1	41	1	2	1	1	1	1	1	 	96	 	96	921802	1	3	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	921802	136691470	1	1975	1	45	1	46	1	1	1	1	1	1	1	 	96	 	96	921801	1	3	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	921803	136691470	1	2011	1	9	1	10	1	2	1	1	1	5	1	921802	1	921801	1	 	96	1	1	1	1	 	96	35	1	0	1	0	1	0	1	0	1	133406305	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	921804	136691470	1	2012	1	8	1	9	1	1	1	1	1	5	1	921802	1	921801	1	 	96	1	1	1	1	 	96	35	1	0	1	0	1	0	1	0	1	130938408	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	921805	136691470	1	2016	1	4	1	5	1	1	1	1	1	5	1	921802	1	921801	1	 	96	3	1	1	1	35	1	 	96	0	1	0	1	0	1	0	1	130514052	1	0	0	0	0	0	1	1	3	1	3	1	1	1	 	96	 	96	0	0
2021	ES	921901	99166846	1	1974	1	46	1	47	1	1	1	1	1	1	1	 	96	 	96	921902	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	921902	99166846	1	1973	1	47	1	48	1	2	1	1	1	1	1	 	96	 	96	921901	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	921903	99166846	1	2008	1	12	1	13	1	1	1	1	1	5	1	921901	1	921902	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	922001	136073168	1	1954	1	66	1	67	1	2	1	1	1	3	1	 	96	 	96	922002	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	922002	136073168	1	1954	1	66	1	67	1	1	1	1	1	3	1	 	96	 	96	922001	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	922101	227236652	1	1965	1	55	1	56	1	2	1	1	1	1	1	 	96	 	96	922102	1	3	1	3	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	922102	227236652	1	1965	1	55	1	56	1	1	1	1	1	1	1	 	96	 	96	922101	1	3	1	3	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	922103	227236652	1	2003	1	17	1	18	1	1	1	1	1	2	1	922102	1	922101	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	922201	292959606	1	1943	1	77	1	78	1	2	1	1	1	6	1	 	96	 	96	922202	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	922202	292959606	1	1942	1	78	1	79	1	1	1	1	1	3	1	 	96	 	96	922201	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	9	0	0	9	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	922301	117794066	1	1976	1	44	1	44	1	2	1	1	1	1	1	 	96	 	96	922302	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	922302	117794066	1	1978	1	42	1	43	1	1	1	1	1	1	1	 	96	 	96	922301	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	1	1
2021	ES	922303	117794066	1	2008	1	12	1	13	1	1	1	1	1	5	1	922302	1	922301	1	 	96	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	1	1
2021	ES	922304	117794066	1	2012	1	8	1	9	1	2	1	1	1	5	1	922302	1	922301	1	 	96	1	1	1	1	 	96	30	1	4	1	0	1	0	1	0	1	112836356	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	1	1
2021	ES	922401	199463114	1	1979	1	41	1	42	1	1	1	1	1	1	1	 	96	 	96	922402	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	922402	199463114	1	1981	1	39	1	40	1	2	1	1	1	1	1	 	96	 	96	922401	1	1	1	1	1	 	96	 	96	 	96	 	96	 	96	 	96		96	0	0	0	0	0	 	96	 	96	 	96	 	96	 	96	 	96	0	0
2021	ES	922403	199463114	1	2012	1	8	1	9	1	2	1	1	1	5	1	922401	1	922402	1	 	96	1	1	1	1	 	96	27	1	0	1	0	1	0	1	0	1	191068123	1	0	0	0	0	0	2	1	3	1	1	1	1	1	 	96	 	96	0	0
2021	ES	922404	199463114	1	2020	1	0	1	0	1	2	1	1	1	8	1	922401	1	922402	1	 	96	1	1	1	1	0	1	 	96	 	96	0	1	0	1	40	1	237039805	1	0	0	0	0	0	1	1	3	1	1	1	1	1	 	96	 	96	0	0
