PB010	PB020	PB030	PB040	PB040_F	PB100	PB100_F	PB110	PB110_F	PB120	PB120_F	PB130	PB130_F	PB140	PB140_F	PB150	PB150_F	PB160	PB160_F	PB170	PB170_F	PB180	PB180_F	PB190	PB190_F	PB200	PB200_F	PB210	PB210_F	PB220A	PB220A_F	PE010	PE010_F	PE020	PE020_F	PE030	PE030_F	PE040	PE040_F	PL031	PL031_F	PL015	PL015_F	PL020	PL020_F	PL025	PL025_F	PL040	PL040_F	PL051	PL051_F	PL060	PL060_F	PL073	PL073_F	PL074	PL074_F	PL075	PL075_F	PL076	PL076_F	PL080	PL080_F	PL085	PL085_F	PL086	PL086_F	PL087	PL087_F	PL089	PL089_F	PL090	PL090_F	PL100	PL100_F	PL111A	PL111A_F	PL120	PL120_F	PL130	PL130_F	PL140	PL140_F	PL150	PL150_F	PL160	PL160_F	PL170	PL170_F	PL180	PL180_F	PL190	PL190_F	PL200	PL200_F	PL211A	PL211A_F	PL211B	PL211B_F	PL211C	PL211C_F	PL211D	PL211D_F	PL211E	PL211E_F	PL211F	PL211F_F	PL211G	PL211G_F	PL211H	PL211H_F	PL211I	PL211I_F	PL211J	PL211J_F	PL211K	PL211K_F	PL211L	PL211L_F	PH010	PH010_F	PH020	PH020_F	PH030	PH030_F	PH040	PH040_F	PH050	PH050_F	PH060	PH060_F	PH070	PH070_F	PY010N	PY010N_F	PY020N	PY020N_F	PY021N	PY021N_F	PY035N	PY035N_F	PY050N	PY050N_F	PY080N	PY080N_F	PY090N	PY090N_F	PY100N	PY100N_F	PY110N	PY110N_F	PY120N	PY120N_F	PY130N	PY130N_F	PY140N	PY140N_F	PY010G	PY010G_F	PY020G	PY020G_F	PY021G	PY021G_F	PY030G	PY030G_F	PY035G	PY035G_F	PY050G	PY050G_F	PY080G	PY080G_F	PY090G	PY090G_F	PY100G	PY100G_F	PY110G	PY110G_F	PY120G	PY120G_F	PY130G	PY130G_F	PY140G	PY140G_F	P78A_U	P78B_U	PD020	PD020_F	PD030	PD030_F	PD050	PD050_F	PD060	PD060_F	PD070	PD070_F	PD080	PD080_F	PL230	PL230_F	PL250	PL250_F	PL280	PL280_F
2020	ES	2419501	19104662	1	12	01	2020	01	3	01	08	01	1961	01	1	01		96		96	2419502	01	2	01	1	01	1	01	1	01	2	01		96	1980	01	300	01	07	01	1	01	2	01		96	3	01	83	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	24	01	35	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	2	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1611720	110100	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1720390	40100	0	0	02	01	1	01	1	01	1	01	1	01	1	01	1	01		96	0	01		96
2020	ES	2419502	19320593	1	12	01	2020	01	3	01	10	01	1962	01	2	01		96		96	2419501	01	2	01	1	01	1	01	1	01	2	01		96	1979	01	300	01	01	01		96		96		96	3	01	51	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	i	01		96	11	01	1	01	1	01	2	01		96		96	17	01	38	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96		96		96	1655300	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2023820	40100	0	0	0	0	621481	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	2	01	12	01		96
2020	ES	2419601	24509697	1	12	01	2020	01	3	01	06	01	1979	01	1	01		96		96	2419602	01	2	01	1	01	1	01	1	01	2	01		96	1998	01	300	01	01	01		96		96		96	3	01	83	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	h	01		96	13	01	1	01	2	01	2	01		96		96	20	01	20	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01		96		96		96		96	2129090	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2718590	40100	0	0	0	0	823722	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	2	01	12	01		96
2020	ES	2419602	24598103	1	12	01	2020	01	4	01	01	01	1981	01	2	01		96		96	2419601	01	2	01	1	01	1	01	1	01	2	01		96	2001	01	500	01	01	01		96		96		96	3	01	51	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	i	01		96	13	01	1	01	1	01	2	01		96		96	19	01	20	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96	2	01		96	2092643	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2544658	12000	0	0	0	0	714950	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	2	01	12	01		96
2020	ES	2419701	37109997	1	12	01	2020	01	5	01	06	01	1937	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1949	01	100	01	10	01	2	01	2	01		96		96		96		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96		96		96		96		96		96		96		96	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	4	01	2	01	2	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1295460	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	1295460	40100	0	0	0	0	0	0	03	01	1	01	1	01	1	01	1	01	1	01	3	01		96	0	01		96
2020	ES	2420001	21666087	1	12	01	2020	01	4	01	04	01	1966	01	1	01		96		96	2420002	01	2	01	1	01	1	01	1	01	2	01		96	1994	01	500	01	01	01		96		96		96	3	01	21	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	c	01		96	12	01	1	01	1	01	2	01		96		96		97		97	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01		96		96		96		96	3625520	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5099170	40100	0	0	0	0	1442007	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	2	01	12	01		96
2020	ES	2420002	21565026	1	12	01	2020	01	3	01	10	01	1967	01	2	01		96		96	2420001	01	2	01	1	01	1	01	1	01	2	01		96	1989	01	500	01	10	01	1	01	2	01		96	3	01	42	01		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96	2	01	2	01		96		96		96		97		97	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	3	01	1	01	2	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03	01	1	01	1	01	1	01	1	01	1	01	1	01		96	0	01		96
2020	ES	2420101	22257566	1	12	01	2020	01	7	01	07	01	1961	01	1	01		96		96		96	1	01	3	01	1	01	1	01	2	01		96	1980	01	300	01	05	01	1	01	2	01		96	3	01	33	01		96	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01		96		96		96		96	2	01	2	01		96		96		96	22	01	37	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	1	01	2	01	3	01		96		96		96		96	446390	110100	0	0	0	0	0	0	0	0	0	0	881880	110100	0	0	0	0	0	0	0	0	0	0	475200	40100	0	0	0	0	135407	01	0	0	0	0	0	0	942350	40100	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		96	0	01	1	01
2020	ES	2420201	44080431	1	12	01	2020	01	11	01	03	01	1960	01	1	01		96		96	2420202	01	2	01	1	01	3	01	3	01	2	01		96	1985	01	300	01	03	01		96		96		96	2	01	83	01	48	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	h	01		96	15	01		96		96	1	01	7	01	01	01	21	01	36	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	1	01	3	01		96		96	1	01	3	01	1810340	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2172240	40100	0	0	0	0	648318	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	3	01	1	01	1	01		96	12	01		96
2020	ES	2420202	44143273	1	12	01	2020	01	4	01	09	01	1959	01	2	01		96		96	2420201	01	2	01	1	01	3	01	3	01	2	01		96	1975	01	200	01	10	01	2	01	2	01		96		96		96		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96		96		96		96		96		96		96		96	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	2	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	3	01	3	01	3	01	3	01		96	0	01		96
2020	ES	2420203	44792622	1	12	01	2020	01	7	01	08	01	1994	01	2	01	2420201	01	2420202	01		96	1	01	3	01	3	01	3	01	2	01		96	2018	01	500	01	01	01		96		96		96	3	01	42	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	k	01		96		97	1	01	2	01	2	01		96		96	24	01	2	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96	2	01		96	2353380	110100	5050	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3058210	40100	5830	40100	0	0	914197	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	2	01	12	01		96
2020	ES	2420204	44648588	1	12	01	2020	01	7	01	09	01	1995	01	2	01	2420201	01	2420202	01		96	1	01	3	01	3	01	3	01	2	01		96	2019	01	500	01	02	01		96		96		96	3	01	23	01	15	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01		96	p	01	3	01		97	2	01	2	01	2	01		96		96	25	01	0	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	1	01	2	01	3	01		96		96	2	01		96	111150	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121350	40100	0	0	0	0	36519	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	3	01	1	01	1	01	2	01	0	01	3	01
2020	ES	2420401	98368018	1	12	01	2020	01	6	01	01	01	1936	01	1	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1950	01	100	01	07	01	1	01	2	01		96	3	01	73	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		91	1	01		96		96		96	14	01	40	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	1	01	3	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1258140	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	1258140	40100	0	0	0	0	0	0	0	0	96	96	1	01	1	01	3	01	3	01	1	01	3	01		96	0	01		96
2020	ES	2421001	66889046	1	12	01	2020	01	12	01	12	01	1973	01	1	01		96		96		96	1	01	3	01	1	01	1	01	2	01		96	1991	01	300	01	05	01	1	01	1	01	1	01	3	01	51	01		96	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	17	01	12	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	3	01	1	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	2	01	1	01	1	01		96	0	01	1	01
2020	ES	2421101	34330621	1	12	01	2020	01	4	01	12	01	1947	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1963	01	100	01	10	01	2	01	2	01		96		96		96		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96		96		96		96		96		96		96		96	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	1	01	2	01	3	01		96		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	946170	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	946170	40100	0	0	0	0	0	0	96	96	1	01	1	01	3	01	3	01	1	01	3	01		96	0	01		96
2020	ES	2421201	52626342	1	01	01	2021	01	8	01	02	01	1964	01	2	01		96		96		96	5	01	3	01	1	01	1	01	2	01		96	1988	01	500	01	01	01		96		96		96	3	01	42	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	o	01		96	13	01	1	01	2	01	1	01	7	01		96	18	01	38	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	1	01	3	01	2	01		96		96		96	2300290	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2881490	40100	0	0	0	0	840736	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	3	01	3	01	3	01	1	01	1	01	12	01		96
2020	ES	2421202	52481048	1	01	01	2021	01	5	01	08	01	2001	01	1	01		96	2421201	01		96	1	01	3	01	1	01	1	01	1	01	50	01	2019	01	344	01	06	01	1	01	2	01		96	3	01	34	01		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01		96		96		96		96	2	01	2	01		96		96		96	19	01	0	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	1	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		96	0	01		96
2020	ES	2421203	52878942	1	01	01	2021	01	8	01	05	01	1994	01	2	01		96	2421201	01		96	1	01	3	01	1	01	1	01	1	01	50	01	2017	01	500	01	05	01	1	01	1	01	1	01	3	01	23	01		96	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96		96		96		96	2	01	2	01		96		96		96	16	01	8	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01	2	01		96		96		96	1220060	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1417290	40100	0	0	0	0	427841	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		96	12	01		96
2020	ES	2421301	47950158	1	01	01	2021	01	6	01	04	01	1991	01	1	01		96	2421303	01		96	1	01	3	01	1	01	1	01	2	01		96	2013	01	500	01	01	01		96		96		96	3	01	21	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	m	01		96		97	1	01	2	01	2	01		96		96	24	01	5	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01	2	01		96	2	01		96	2831060	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3753530	40100	0	0	0	0	983710	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	2	01	12	01		96
2020	ES	2421302	48081482	1	01	01	2021	01	2	01	06	01	1997	01	1	01		96	2421303	01		96	1	01	3	01	1	01	1	01	1	01	50	01	2020	01	500	01	06	01	2	01	1	01	1	01		96		96		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01		96		96		96		96		96		96		96		96		96		96		96	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	06	01	1	01	2	01	3	01	2	01		96	2	01		96	319890	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341590	40100	0	0	0	0	101990	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		96	0	01		96
2020	ES	2421303	47493721	1	01	01	2021	01	7	01	08	01	1957	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1978	01	500	01	01	01		96		96		96	3	01	33	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	o	01		96	12	01	1	01	2	01	2	01		96		96	22	01	41	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96	2	01		96	4447390	110100	690	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6292660	40100	870	40100	0	0	1098672	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	3	01	3	01	1	01	1	01	12	01		96
2020	ES	2421401	17636219	1	12	01	2020	01	5	01	04	01	1967	01	1	01		96		96		96	1	01	3	01	1	01	1	01	2	01		96	1992	01	300	01	01	01		96		96		96	3	01	93	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01		96	10	01	1	01	2	01	2	01		96		96	16	01	25	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	3	01	2	01	2	01	2	01		96		96		96	2005960	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2453110	40100	0	0	0	0	732119	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03	03	1	01	1	01	3	01	3	01	3	01	1	01	2	01	12	01		96
2020	ES	2421801	78259508	1	12	01	2020	01	7	01	11	01	1996	01	1	01		96		96	2421802	01	2	01	1	01	3	01	1	01	2	01		96	2013	01	344	01	01	01		96		96		96	3	01	54	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	h	01		96	08	01	2	01	2	01	2	01		96		96	19	01	3	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	3	01	2	01	3	01		96		96		96		96	980270	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1058410	40100	0	0	0	0	338541	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	3	01	1	01	1	01	3	01	3	01	2	01	2	01	12	01		96
2020	ES	2421802	78439970	1	12	01	2020	01	4	01	12	01	1989	01	2	01	2421805	01	2421804	01	2421801	01	2	01	1	01	3	01	1	01	2	01		96	2006	01	200	01	05	01	1	01	1	01	1	01	3	01	91	01		96	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01		96		96		96		96	2	01	2	01		96		96		96		97	2	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	05	01	2	01	2	01	3	01	2	01		96		96		96	66490	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72550	40100	0	0	0	0	21667	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	3	01	1	01	1	01	3	01	3	01	2	01		96	0	01	1	01
2020	ES	2421804	0	1		97	2020	01		97	11	01	1961	01	2	01		96		96	2421805	01		97		97		97		97		97		96		97		97		97		97		97		96		96		96		96		97		97		97		97		97		97		97		97		97		97		96		96		96		96		96		96		96		96		96		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		96		97		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				97		97		97		97		97		97		97		97		97
2020	ES	2421805	77192795	1	12	01	2020	01	5	01	09	01	1960	01	1	01		96		96	2421804	01	2	01	1	01	3	01	1	01	2	01		96	1977	01	200	01	05	01	1	01	1	01	1	01	3	01	51	01		96	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96		96		96		96	2	01	2	01		96		96	01	01	18	01	2	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96		96		96	977140	110100	0	0	0	0	0	0	0	0	0	0	449350	110100	0	0	0	0	0	0	0	0	0	0	1069230	40100	0	0	0	0	320869	01	0	0	0	0	0	0	485200	40100	0	0	0	0	0	0	0	0	0	0	96	96	3	01	1	01	1	01	3	01	3	01	2	01		96	12	01		96
2020	ES	2421806	0	1		97	2020	01		97	11	01	1991	01	2	01	2421805	01	2421804	01		96		97		97		97		97		97		96		97		97	05	01		97		97		96		96		96		96		97		97		97		97		97		97		97		97		97		97		96		96		96		96		96		96		96		96		96		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		97		96		97		96	1052600	112000	0	0	0	0	0	0	0	0	0	0	122240	112000	0	0	0	0	0	0	0	0	0	0	1152080	12000	0	0	0	0	0	00	0	0	0	0	0	0	131020	12000	0	0	0	0	0	0	0	0	0	0				97		97		97		97		97		97		96		97		97
2020	ES	2421901	40062160	1	12	01	2020	01	6	01	05	01	1947	01	2	01		96		96	2421902	01	2	01	1	01	1	01	1	01	2	01		96	1966	01	200	01	07	01	1	01	2	01		96	3	01	41	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	2	01	2	01		96		96		96	14	01	31	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	1	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895970	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	895970	40100	0	0	0	0	0	0	0	0	96	96	3	01	1	01	1	01	3	01	3	01	1	01		96	0	01		96
2020	ES	2421902	39723699	1	12	01	2020	01	3	01	10	01	1944	01	1	01		96		96	2421901	01	2	01	1	01	1	01	1	01	2	01		96	1958	01	200	01	07	01	1	01	2	01		96	3	01	42	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	2	01	2	01		96		96		96	15	01	50	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	1	01	2	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1720390	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	1931380	40100	0	0	0	0	0	0	0	0	02	03	1	01	1	01	1	01	3	01	3	01	1	01		96	0	01		96
2020	ES	2422101	98368018	1	12	01	2020	01	7	01	06	01	1943	01	1	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1965	01	500	01	07	01	1	01	2	01		96	3	01	33	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	26	01	39	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01		96		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1545570	110100	1544920	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	1914690	40100	1913880	40100	0	0	0	0	0	0	96	96	3	01	1	01	1	01	3	01	3	01	1	01		96	0	01		96
2020	ES	2422201	40621288	1	01	01	2021	01	13	01	03	01	1977	01	1	01		96		96		96	5	01	3	01	1	01	1	01	2	01		96	1998	01	500	01	01	01		96		96		96	3	01	43	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	h	01		96	13	01	1	01	2	01	2	01		96		96	21	01	22	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	1	01	2	01	3	01		96		96	2	01		96	2132150	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2737050	40100	0	0	0	0	891919	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	3	01	3	01	1	01	1	01	2	01	12	01		96
2020	ES	2422301	57679682	1	12	01	2020	01	6	01	09	01	1946	01	1	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1982	01	500	01	07	01	1	01	2	01		96	3	01	12	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	1	01		96		96		96	13	01	38	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	1	01	3	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2634070	110100	535560	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	3204800	40100	540540	40100	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	3	01	1	01		96	0	01		96
2020	ES	2422401	22569040	1	12	01	2020	01	5	01	01	01	1978	01	2	01		96		96	2422402	01	2	01	1	01	1	01	1	01	2	01		96	1998	01	200	01	01	01		96		96		96	3	01	41	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	l	01		96	07	01	1	01	1	01	2	01		96		96	20	01	20	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01		96		96		96		96	2200060	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2666410	40100	0	0	0	0	795757	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	3	01	1	01	1	01	2	01	12	01		96
