PB010	PB020	PB030	PB040	PB040_F	PB100	PB100_F	PB110	PB110_F	PB120	PB120_F	PB130	PB130_F	PB140	PB140_F	PB150	PB150_F	PB160	PB160_F	PB170	PB170_F	PB180	PB180_F	PB190	PB190_F	PB200	PB200_F	PB210	PB210_F	PB220A	PB220A_F	PE010	PE010_F	PE020	PE020_F	PE030	PE030_F	PE040	PE040_F	PL031	PL031_F	PL015	PL015_F	PL020	PL020_F	PL025	PL025_F	PL040	PL040_F	PL051	PL051_F	PL060	PL060_F	PL073	PL073_F	PL074	PL074_F	PL075	PL075_F	PL076	PL076_F	PL080	PL080_F	PL085	PL085_F	PL086	PL086_F	PL087	PL087_F	PL089	PL089_F	PL090	PL090_F	PL100	PL100_F	PL111A	PL111A_F	PL120	PL120_F	PL130	PL130_F	PL140	PL140_F	PL150	PL150_F	PL160	PL160_F	PL170	PL170_F	PL180	PL180_F	PL190	PL190_F	PL200	PL200_F	PL211A	PL211A_F	PL211B	PL211B_F	PL211C	PL211C_F	PL211D	PL211D_F	PL211E	PL211E_F	PL211F	PL211F_F	PL211G	PL211G_F	PL211H	PL211H_F	PL211I	PL211I_F	PL211J	PL211J_F	PL211K	PL211K_F	PL211L	PL211L_F	PH010	PH010_F	PH020	PH020_F	PH030	PH030_F	PH040	PH040_F	PH050	PH050_F	PH060	PH060_F	PH070	PH070_F	PY010N	PY010N_F	PY020N	PY020N_F	PY021N	PY021N_F	PY035N	PY035N_F	PY050N	PY050N_F	PY080N	PY080N_F	PY090N	PY090N_F	PY100N	PY100N_F	PY110N	PY110N_F	PY120N	PY120N_F	PY130N	PY130N_F	PY140N	PY140N_F	PY010G	PY010G_F	PY020G	PY020G_F	PY021G	PY021G_F	PY030G	PY030G_F	PY035G	PY035G_F	PY050G	PY050G_F	PY080G	PY080G_F	PY090G	PY090G_F	PY100G	PY100G_F	PY110G	PY110G_F	PY120G	PY120G_F	PY130G	PY130G_F	PY140G	PY140G_F	P78A_U	P78B_U	PD020	PD020_F	PD030	PD030_F	PD050	PD050_F	PD060	PD060_F	PD070	PD070_F	PD080	PD080_F	PT220	PT220_F	PT230	PT230_F	PT240	PT240_F	PT020	PT020_F	PT030	PT030_F	PT040	PT040_F	PT250	PT250_F	PT210	PT210_F	PT060	PT060_F	PT070	PT070_F	PT090	PT090_F	PT100	PT100_F	PT110	PT110_F	PT120	PT120_F	PT130	PT130_F	PT140	PT140_F	PT150	PT150_F	PT160	PT160_F	PT170	PT170_F	PT180	PT180_F	PT190	PT190_F	PT260	PT260_F	PT270	PT270_F	PT280	PT280_F
2019	ES	2321502	22787720	1	01	01	2020	01	8	01	11	01	1933	01	2	01		96		96	2321501	01	2	01	1	01	1	01	1	01	2	01		96	1942	01	200	01	07	01	1	01	2	01		96	1	01	52	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96	13	01	23	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	1	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	878040	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	878040	40100	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2321601	27517504	1	01	01	2020	01	6	01	01	01	1933	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1934	01	200	01	10	01	2	01	2	01		96		96		-2		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96		96		96		96		96		96		96		96	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	2	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914670	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	914670	40100	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2321701	28163118	1	01	01	2020	01	18	01	05	01	1974	01	2	01		96		96	2321702	01	2	01	1	01	1	01	1	01	2	01		96	1989	01	200	01	05	01	1	01	2	01		96	3	01	43	01		96	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96	01	01	19	01	10	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01		96		96		96		96	1435891	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1646322	12000	0	0	0	0	505903	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	2	01	2	01	3	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	1	01	2	01	4	01	4	01	1	01	1	01	1	01
2019	ES	2321702	28266737	1	01	01	2020	01	16	01	11	01	1975	01	1	01		96		96	2321701	01	2	01	1	01	1	01	1	01	2	01		96	1995	01	300	01	01	01		96		96		96	3	01	81	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	d	01		96	11	01	1	01	2	01	2	01		96		96	21	01	20	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96		96		96	3185480	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4309020	40100	0	0	0	0	1315248	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	2	01	1	01	3	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	8	01	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	2321901	51328038	1	01	01	2020	01	11	01	07	01	1973	01	2	01		96		96		96	1	01	3	01	1	01	1	01	2	01		96	1988	01	200	01	01	01		96		96		96	3	01	52	01	35	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	g	01		96	11	01	1	01	1	01	2	01		96		96	17	01	20	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96	1	01	1	01	2424578	112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3092568	12000	0	0	0	0	885070	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	2	01	1	01	2	01	1	01	2	01	1	01	1	01	1	01	1	01	3	01	3	01	1	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	9	01	7	01		93		93	4	01	1	01	1	01	2	01
2019	ES	2322101	41464967	1	01	01	2020	01	3	01	07	01	1945	01	1	01		96		96		96	1	01	3	01	1	01	1	01	2	01		96	1958	01	100	01	07	01	1	01	2	01		96	3	01	71	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	14	01	45	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	1	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1555360	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	1700320	40100	0	0	0	0	0	0	0	0	96	96	1	01	1	01	3	01	3	01	1	01	3	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2322102	41468678	1	01	01	2020	01	3	01	11	01	1935	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1948	01	100	01	07	01	1	01	2	01		96	3	01	81	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	14	01	30	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	1	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	983670	110100	384510	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	983670	40100	384510	40100	0	0	0	0	0	0	96	96	1	01	1	01	1	01	3	01	1	01	3	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2322103	41779929	1	01	01	2020	01	6	01	02	01	1970	01	1	01		96	2322102	01		96	1	01	3	01	1	01	1	01	2	01		96	1984	01	100	01	01	01		96		96		96	3	01	91	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	j	01		96	11	01	1	01	2	01	2	01		96		96	14	01	28	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01		96		96		96		96	1830620	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2296030	40100	0	0	0	0	685260	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	2	01	1	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	8	01	7	01		93		93	4	01	1	01	1	01	2	01
2019	ES	2322201	24933366	1	01	01	2020	01	11	01	02	01	1953	01	1	01		96		96	2322202	01	2	01	1	01	1	01	1	01	2	01		96	1965	01	100	01	07	01	1	01	2	01		96	2	01	51	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96	18	01	40	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	268610	110100	0	0	0	0	1357960	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	306230	40100	0	0	0	0	1517270	40100	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2322202	25203388	1	01	01	2020	01	9	01	03	01	1955	01	2	01		96		96	2322201	01	2	01	1	01	1	01	1	01	2	01		96	1967	01	100	01	07	01	1	01	2	01		96	2	01	51	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96	17	01	40	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840910	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	840910	40100	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2322301	26722481	1	01	01	2020	01	5	01	10	01	1958	01	1	01		96		96	2322302	01	2	01	1	01	1	01	1	01	2	01		96	1974	01	300	01	07	01	1	01	2	01		96	3	01	72	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	16	01	35	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96		96		96	133160	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3163160	110100	0	0	172490	40100	0	0	0	0	66411	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3163160	40100	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2322302	26592954	1	01	01	2020	01	6	01	01	01	1965	01	2	01		96		96	2322301	01	2	01	1	01	1	01	1	01	2	01		96	1977	01	100	01	10	01	2	01	2	01		96		96		-2		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96		96		96		96		96		96		96		96	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	2	01	2	01	3	01	2	01		96		96		96	431610	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470460	40100	0	0	0	0	152233	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	2	01	1	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	9	01	7	01		93		93	4	01	1	01	1	01	2	01
2019	ES	2322601	21076509	1	01	01	2020	01	9	01	03	01	1940	01	1	01		96		96	2322602	01	2	01	1	01	1	01	1	01	2	01		96	1952	01	100	01	07	01	1	01	2	01		96	3	01	72	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	16	01	40	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2222050	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	2709820	40100	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2322602	21044265	1	01	01	2020	01	14	01	01	01	1946	01	2	01		96		96	2322601	01	2	01	1	01	1	01	1	01	2	01		96	1958	01	100	01	07	01	1	01	2	01		96	3	01	51	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	20	01	40	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1384020	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	1555080	40100	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2322701	27517504	1	01	01	2020	01	3	01	01	01	1934	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1946	01	100	01	07	01	1	01	2	01		96	1	01	93	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96	15	01	40	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	873810	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	873810	40100	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2322801	27735885	1	01	01	2020	01	9	01	07	01	1955	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1967	01	100	01	07	01	1	01	2	01		96	3	01	81	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	18	01	40	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1552400	110100	0	0	550660	110100	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	1771220	40100	0	0	628280	40100	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2322901	27517504	1	01	01	2020	01	9	01	12	01	1934	01	2	01		96		96		96	4	01	3	01	1	01	1	01	2	01		96	1946	01	100	01	07	01	1	01	2	01		96	3	01	81	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	18	01	40	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	3	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987740	110100	594280	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	1072260	40100	645140	40100	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2323001	17245966	1	01	01	2020	01	5	01	09	01	1957	01	1	01		96		96	2323002	01	2	01	1	01	1	01	1	01	2	01		96	1971	01	200	01	07	01	1	01	2	01		96	3	01	72	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	14	01	45	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	1	01	3	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2758540	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	3388560	40100	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2323002	17219311	1	01	01	2020	01	4	01	02	01	1961	01	2	01		96		96	2323001	01	2	01	1	01	1	01	1	01	2	01		96	1975	01	200	01	01	01		96		96		96	3	01	75	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	c	01		96	13	01	1	01	2	01	2	01		96		96	16	01	31	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96		96		96	1134550	110100	0	0	0	0	0	0	0	0	0	0	46670	110100	0	0	0	0	0	0	0	0	0	0	1324240	40100	0	0	0	0	425350	01	0	0	0	0	0	0	51330	40100	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	1	01	3	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	8	01	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	2323101	14394408	1	01	01	2020	01	6	01	11	01	1957	01	1	01		96		96		96	2	01	3	01	1	01	1	01	2	01		96	1969	01	100	01	07	01	1	01	2	01		96	3	01	81	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	15	01	35	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96		96		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2881660	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	3592380	40100	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2323201	48343518	1	01	01	2020	01	10	01	07	01	1969	01	1	01		96		96	2323202	01	2	01	1	01	1	01	1	01	2	01		96	1994	01	500	01	08	01	1	01	2	01		96	3	01	21	01		96	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01		96		96		96		96	1	01	2	01		96		96		96	18	01	30	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	08	01	3	01	1	01	1	01	2	01		96	2	01		96	5151330	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7367160	40100	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	3	01	2	01	3	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01		97	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	2323202	48233621	1	01	01	2020	01	7	01	08	01	1969	01	2	01		96		96	2323201	01	2	01	1	01	1	01	1	01	2	01		96	1985	01	300	01	10	01	1	01	2	01		96	3	01	22	01		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96	2	01	2	01		96		96		96	16	01	20	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	2	01	2	01	3	01	2	01		96	2	01		96	1096020	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1196530	40100	0	0	0	0	359926	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	2	01	2	01	2	01	1	01	1	01	1	01	1	01	1	01	3	01	1	01	1	01	2	01	4	01	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	2323401	17154750	1	01	01	2020	01	19	01	10	01	1962	01	1	01		96		96	2323402	01	2	01	1	01	1	01	1	01	2	01		96	1978	01	200	01	07	01	1	01	2	01		96		97		-1		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96		97		97	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1455130	110100	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1455130	40100	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	2	01	2	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	7	01	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	2323402	17169675	1	01	01	2020	01	6	01	09	01	1962	01	2	01		96		96	2323401	01	2	01	1	01	1	01	1	01	2	01		96	1978	01	200	01	03	01		96		96		96	1	01	52	01	40	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	s	01		96	03	01		96		96	2	01		96		96	15	01	15	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	03	01	2	01	2	01	3	01	2	01		96		96		96	20960	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22380	40100	0	0	0	0	6674	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	3	01	3	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	7	01	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	2323501	37525757	1	01	01	2020	01	6	01	10	01	1984	01	1	01		96		96	2323502	01	2	01	1	01	1	01	1	01	2	01		96	2009	01	500	01	01	01		96		96		96	3	01	21	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	m	01		96	15	01	1	01	2	01	2	01		96		96	18	01	18	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96		96		96	2564120	110100	327850	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3944800	40100	442600	40100	0	0	0	00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	2	01	2	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	3	01	1	01	1	01	5	01	1	01	2	01	2	01	4	01	1	01	1	01	1	01
2019	ES	2323502	37201322	1	01	01	2020	01	7	01	03	01	1983	01	2	01		96		96	2323501	01	2	01	1	01	1	01	1	01	2	01		96	2008	01	500	01	01	01		96		96		96	3	01	21	01	40	01	12	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01		96	m	01		96	15	01	1	01	2	01	2	01		96		96	20	01	16	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	01	2	01	2	01	3	01	2	01		96		96		96	4605200	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6886160	40100	0	0	0	0	926323	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01	3	01	2	01	2	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	1	01	2	01		97	7	01		93		93	4	01	1	01	1	01	1	01
2019	ES	2323601	23060088	1	01	01	2020	01	6	01	12	01	1945	01	1	01		96		96	2323602	01	2	01	1	01	1	01	1	01	2	01		96	1961	01	200	01	07	01	1	01	2	01		96	1	01	75	01		96	0	01	0	01	0	01	0	01	0	01	12	01	0	01	0	01	0	01	0	01		96		96		96		96		96		96		96		96		96	16	01	55	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	07	01	2	01	2	01	3	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1824060	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	2065420	40100	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
2019	ES	2323602	23056215	1	01	01	2020	01	3	01	01	01	1947	01	2	01		96		96	2323601	01	2	01	1	01	1	01	1	01	2	01		96	1963	01	200	01	10	01	2	01	2	01		96		96		-2		96	0	01	0	01	0	01	0	01	0	01	0	01	0	01	0	01	12	01	0	01		96		96		96		96		96		96		96		96		96		96		96	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	10	01	2	01	2	01	3	01	2	01		96	2	01		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880830	110100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	00	0	0	0	0	0	0	0	0	880830	40100	0	0	0	0	0	0	0	0	96	96	1	01	1	01	1	01	1	01	1	01	1	01		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90		90
