mes,municipis,concepte,estat,valor
11/2021,Lluçà,casos confirmats,..,null
11/2021,Maçanet de Cabrenys,casos confirmats,,4
11/2021,Maçanet de la Selva,casos confirmats,,97
11/2021,Madremanya,casos confirmats,..,null
11/2021,Maià de Montcal,casos confirmats,..,null
11/2021,Maials,casos confirmats,..,null
11/2021,Maldà,casos confirmats,..,null
11/2021,Malgrat de Mar,casos confirmats,,91
11/2021,Malla,casos confirmats,,0
11/2021,Manlleu,casos confirmats,,56
11/2021,Manresa,casos confirmats,,486
11/2021,Marçà,casos confirmats,,0
11/2021,Marganell,casos confirmats,..,null
11/2021,Martorell,casos confirmats,,186
11/2021,Martorelles,casos confirmats,,23
11/2021,Mas de Barberans,casos confirmats,,0
11/2021,Masarac,casos confirmats,..,null
11/2021,Masdenverge,casos confirmats,,0
11/2021,"Masies de Roda, les",casos confirmats,,7
11/2021,"Masies de Voltregà, les",casos confirmats,,19
11/2021,Masllorenç,casos confirmats,,0
11/2021,"Masnou, el",casos confirmats,,90
11/2021,"Masó, la",casos confirmats,,0
11/2021,Maspujols,casos confirmats,..,null
11/2021,Masquefa,casos confirmats,,30
11/2021,"Masroig, el",casos confirmats,,0
11/2021,Massalcoreig,casos confirmats,,6
11/2021,Massanes,casos confirmats,,17
11/2021,Massoteres,casos confirmats,,0
11/2021,Matadepera,casos confirmats,,63
11/2021,Mataró,casos confirmats,,532
11/2021,Mediona,casos confirmats,,10
11/2021,Menàrguens,casos confirmats,..,null
11/2021,Mieres,casos confirmats,,0
11/2021,Miralcamp,casos confirmats,,17
11/2021,Miravet,casos confirmats,,0
11/2021,Moià,casos confirmats,,21
11/2021,"Molar, el",casos confirmats,,0
11/2021,Molins de Rei,casos confirmats,,173
11/2021,Mollerussa,casos confirmats,,156
11/2021,Mollet del Vallès,casos confirmats,,250
11/2021,Molló,casos confirmats,,4
11/2021,Monistrol de Calders,casos confirmats,,0
11/2021,Monistrol de Montserrat,casos confirmats,,16
11/2021,Montagut i Oix,casos confirmats,,10
11/2021,Montblanc,casos confirmats,,41
11/2021,Montbrió del Camp,casos confirmats,,10
11/2021,Montcada i Reixac,casos confirmats,,80
11/2021,Montellà i Martinet,casos confirmats,,4
11/2021,Montesquiu,casos confirmats,,16
11/2021,Montferrer i Castellbò,casos confirmats,,9
11/2021,Montferri,casos confirmats,,0
11/2021,Montgai,casos confirmats,,16
11/2021,Montgat,casos confirmats,,57
11/2021,Montmajor,casos confirmats,,0
11/2021,"Montmell, el",casos confirmats,..,null
11/2021,Montmeló,casos confirmats,,16
11/2021,Montoliu de Lleida,casos confirmats,..,null
11/2021,Montornès del Vallès,casos confirmats,,60
11/2021,Mont-ras,casos confirmats,..,null
11/2021,Mont-roig del Camp,casos confirmats,,44
11/2021,Montseny,casos confirmats,..,null
11/2021,Móra d'Ebre,casos confirmats,,9
11/2021,Móra la Nova,casos confirmats,,8
11/2021,"Morell, el",casos confirmats,,28
11/2021,Muntanyola,casos confirmats,,4
11/2021,Mura,casos confirmats,,0
11/2021,Naut Aran,casos confirmats,,5
11/2021,Navarcles,casos confirmats,,33
11/2021,Navàs,casos confirmats,,47
11/2021,Navata,casos confirmats,,12
11/2021,Navès,casos confirmats,..,null
11/2021,"Nou de Gaià, la",casos confirmats,..,null
11/2021,Nulles,casos confirmats,,0
11/2021,Odèn,casos confirmats,,0
11/2021,Òdena,casos confirmats,,7
11/2021,Ogassa,casos confirmats,,0
11/2021,Olèrdola,casos confirmats,,44
11/2021,Olesa de Bonesvalls,casos confirmats,,4
11/2021,Olesa de Montserrat,casos confirmats,,140
11/2021,Oliana,casos confirmats,..,null
11/2021,Oliola,casos confirmats,,0
11/2021,Olius,casos confirmats,,0
11/2021,Olivella,casos confirmats,,32
11/2021,Olost,casos confirmats,,4
11/2021,Olot,casos confirmats,,305
11/2021,Olvan,casos confirmats,,0
11/2021,"Omellons, els",casos confirmats,,0
11/2021,Ordis,casos confirmats,,0
11/2021,Organyà,casos confirmats,,5
11/2021,Orís,casos confirmats,,0
11/2021,Oristà,casos confirmats,,0
11/2021,Òrrius,casos confirmats,,0
11/2021,Os de Balaguer,casos confirmats,,10
11/2021,Osor,casos confirmats,..,null
11/2021,Ossó de Sió,casos confirmats,..,null
11/2021,Pacs del Penedès,casos confirmats,,6
11/2021,Palafolls,casos confirmats,,38
11/2021,Palafrugell,casos confirmats,,57
11/2021,Palamós,casos confirmats,,57
11/2021,"Palau d'Anglesola, el",casos confirmats,,25
11/2021,Palau-sator,casos confirmats,..,null
11/2021,Palau-saverdera,casos confirmats,,10
11/2021,Palau-solità i Plegamans,casos confirmats,,61
11/2021,"Pallaresos, els",casos confirmats,,12
11/2021,Pallejà,casos confirmats,,27
11/2021,"Palma d'Ebre, la",casos confirmats,,5
11/2021,"Palma de Cervelló, la",casos confirmats,,6
11/2021,Palol de Revardit,casos confirmats,..,null
11/2021,Pals,casos confirmats,,12
11/2021,"Papiol, el",casos confirmats,,21
11/2021,Parets del Vallès,casos confirmats,,54
11/2021,Parlavà,casos confirmats,..,null
11/2021,Pau,casos confirmats,,0
11/2021,Paüls,casos confirmats,,0
11/2021,Penelles,casos confirmats,,31
11/2021,"Pera, la",casos confirmats,,5
11/2021,Perafita,casos confirmats,..,null
11/2021,Perafort,casos confirmats,,0
11/2021,Peralada,casos confirmats,,11
11/2021,Peramola,casos confirmats,,0
11/2021,"Perelló, el",casos confirmats,,68
11/2021,Piera,casos confirmats,,102
11/2021,"Piles, les",casos confirmats,,0
11/2021,Pineda de Mar,casos confirmats,,145
11/2021,"Pinell de Brai, el",casos confirmats,,0
11/2021,Pinell de Solsonès,casos confirmats,..,null
11/2021,Pinós,casos confirmats,,8
11/2021,Pira,casos confirmats,,6
11/2021,"Pla de Santa Maria, el",casos confirmats,..,null
11/2021,"Pla del Penedès, el",casos confirmats,,12
11/2021,"Planes d'Hostoles, les",casos confirmats,,9
11/2021,Planoles,casos confirmats,..,null
11/2021,"Plans de Sió, els",casos confirmats,..,null
11/2021,"Poal, el",casos confirmats,..,null
11/2021,"Pobla de Claramunt, la",casos confirmats,,6
11/2021,"Pobla de Lillet, la",casos confirmats,,8
11/2021,"Pobla de Mafumet, la",casos confirmats,,9
11/2021,"Pobla de Massaluca, la",casos confirmats,,0
11/2021,"Pobla de Montornès, la",casos confirmats,,0
11/2021,"Pobla de Segur, la",casos confirmats,,6
11/2021,Poboleda,casos confirmats,..,null
11/2021,Polinyà,casos confirmats,,35
11/2021,"Pont d'Armentera, el",casos confirmats,,0
11/2021,Pont de Molins,casos confirmats,,8
11/2021,"Pont de Suert, el",casos confirmats,,16
11/2021,"Pont de Vilomara i Rocafort, el",casos confirmats,,29
11/2021,Pontons,casos confirmats,..,null
11/2021,Pontós,casos confirmats,,0
11/2021,Ponts,casos confirmats,,36
11/2021,Porqueres,casos confirmats,,24
11/2021,Porrera,casos confirmats,,0
11/2021,"Port de la Selva, el",casos confirmats,..,null
11/2021,Portbou,casos confirmats,..,null
11/2021,"Portella, la",casos confirmats,,0
11/2021,Prades,casos confirmats,..,null
11/2021,"Prat de Llobregat, el",casos confirmats,,193
11/2021,Pratdip,casos confirmats,,0
11/2021,Prats de Lluçanès,casos confirmats,,14
11/2021,"Prats de Rei, els",casos confirmats,..,null
11/2021,Prats i Sansor,casos confirmats,..,null
11/2021,Preixana,casos confirmats,,6
11/2021,Preixens,casos confirmats,,10
11/2021,Premià de Dalt,casos confirmats,,38
11/2021,Premià de Mar,casos confirmats,,75
11/2021,"Preses, les",casos confirmats,,24
11/2021,Prullans,casos confirmats,,0
11/2021,Puigcerdà,casos confirmats,,18
11/2021,Puigdàlber,casos confirmats,..,null
11/2021,Puiggròs,casos confirmats,..,null
11/2021,Puigpelat,casos confirmats,..,null
11/2021,Puig-reig,casos confirmats,,17
11/2021,Puigverd d'Agramunt,casos confirmats,,0
11/2021,Puigverd de Lleida,casos confirmats,,8
11/2021,Pujalt,casos confirmats,,0
11/2021,Quart,casos confirmats,,28
11/2021,Querol,casos confirmats,,0
11/2021,Rabós,casos confirmats,..,null
11/2021,Rajadell,casos confirmats,..,null
11/2021,"Ràpita, la",casos confirmats,,56
11/2021,Rasquera,casos confirmats,,0
11/2021,Regencós,casos confirmats,..,null
11/2021,Rellinars,casos confirmats,..,null
11/2021,Reus,casos confirmats,,481
11/2021,Rialp,casos confirmats,,0
11/2021,"Riba, la",casos confirmats,,0
11/2021,Riba-roja d'Ebre,casos confirmats,..,null
11/2021,Ribera d'Ondara,casos confirmats,,0
11/2021,Ribera d'Urgellet,casos confirmats,,9
11/2021,Ribes de Freser,casos confirmats,,13
11/2021,Riells i Viabrea,casos confirmats,,24
11/2021,"Riera de Gaià, la",casos confirmats,,6
11/2021,Riner,casos confirmats,,0
11/2021,Ripoll,casos confirmats,,216
11/2021,Ripollet,casos confirmats,,138
11/2021,Riudarenes,casos confirmats,,4
11/2021,Riudaura,casos confirmats,,0
11/2021,Riudecanyes,casos confirmats,..,null
11/2021,Riudecols,casos confirmats,,6
11/2021,Riudellots de la Selva,casos confirmats,,13
11/2021,Riudoms,casos confirmats,,64
11/2021,Riumors,casos confirmats,,0
11/2021,"Roca del Vallès, la",casos confirmats,,49
11/2021,Rocafort de Queralt,casos confirmats,,0
11/2021,Roda de Berà,casos confirmats,,11
11/2021,Roda de Ter,casos confirmats,,53
11/2021,Rodonyà,casos confirmats,..,null
11/2021,Roquetes,casos confirmats,,36
11/2021,Roses,casos confirmats,,149
11/2021,Rosselló,casos confirmats,,17
11/2021,"Rourell, el",casos confirmats,,0
11/2021,Rubí,casos confirmats,,240
11/2021,Rubió,casos confirmats,,0
11/2021,Rupià,casos confirmats,..,null
11/2021,Rupit i Pruit,casos confirmats,..,null
11/2021,Sabadell,casos confirmats,,776
11/2021,Salàs de Pallars,casos confirmats,,0
11/2021,Saldes,casos confirmats,,0
11/2021,Sallent,casos confirmats,,43
11/2021,Salomó,casos confirmats,..,null
11/2021,Salou,casos confirmats,,107
11/2021,Salt,casos confirmats,,81
11/2021,Sanaüja,casos confirmats,,4
11/2021,Sant Adrià de Besòs,casos confirmats,,120
11/2021,Sant Andreu de la Barca,casos confirmats,,105
11/2021,Sant Andreu de Llavaneres,casos confirmats,,70
11/2021,Sant Aniol de Finestres,casos confirmats,,0
11/2021,Sant Antoni de Vilamajor,casos confirmats,,31
11/2021,Sant Bartomeu del Grau,casos confirmats,,7
11/2021,Sant Boi de Llobregat,casos confirmats,,252
11/2021,Sant Boi de Lluçanès,casos confirmats,..,null
11/2021,Sant Cebrià de Vallalta,casos confirmats,,16
11/2021,Sant Celoni,casos confirmats,,111
11/2021,Sant Climent de Llobregat,casos confirmats,,7
11/2021,Sant Climent Sescebes,casos confirmats,,0
11/2021,Sant Cugat del Vallès,casos confirmats,,599
11/2021,Sant Cugat Sesgarrigues,casos confirmats,,12
11/2021,Sant Esteve de Palautordera,casos confirmats,,27
11/2021,Sant Esteve Sesrovires,casos confirmats,,66
11/2021,Sant Feliu de Buixalleu,casos confirmats,,4
11/2021,Sant Feliu de Codines,casos confirmats,,15
11/2021,Sant Feliu de Guíxols,casos confirmats,,87
11/2021,Sant Feliu de Llobregat,casos confirmats,,185
11/2021,Sant Feliu de Pallerols,casos confirmats,,7
11/2021,Sant Feliu Sasserra,casos confirmats,,0
11/2021,Sant Ferriol,casos confirmats,,0
11/2021,Sant Fost de Campsentelles,casos confirmats,,34
11/2021,Sant Fruitós de Bages,casos confirmats,,79
11/2021,Sant Gregori,casos confirmats,,22
11/2021,Sant Guim de Freixenet,casos confirmats,..,null
11/2021,Sant Hilari Sacalm,casos confirmats,,19
11/2021,Sant Hipòlit de Voltregà,casos confirmats,,22
11/2021,Sant Iscle de Vallalta,casos confirmats,..,null
11/2021,Sant Jaume d'Enveja,casos confirmats,,9
11/2021,Sant Jaume de Llierca,casos confirmats,..,null
11/2021,Sant Jaume dels Domenys,casos confirmats,..,null
11/2021,Sant Joan de les Abadesses,casos confirmats,,115
11/2021,Sant Joan de Mollet,casos confirmats,,0
11/2021,Sant Joan de Vilatorrada,casos confirmats,,46
11/2021,Sant Joan Despí,casos confirmats,,117
11/2021,Sant Joan les Fonts,casos confirmats,,27
11/2021,Sant Jordi Desvalls,casos confirmats,..,null
11/2021,Sant Julià de Cerdanyola,casos confirmats,,0
11/2021,Sant Julià de Ramis,casos confirmats,,15
11/2021,Sant Julià de Vilatorta,casos confirmats,,45
11/2021,Sant Julià del Llor i Bonmatí,casos confirmats,..,null
11/2021,Sant Just Desvern,casos confirmats,,110
11/2021,Sant Llorenç d'Hortons,casos confirmats,,4
11/2021,Sant Llorenç de la Muga,casos confirmats,,0
11/2021,Sant Llorenç de Morunys,casos confirmats,,14
11/2021,Sant Llorenç Savall,casos confirmats,,9
11/2021,Sant Martí de Centelles,casos confirmats,,7
11/2021,Sant Martí de Llémena,casos confirmats,..,null
11/2021,Sant Martí de Riucorb,casos confirmats,,11
11/2021,Sant Martí de Tous,casos confirmats,,20
11/2021,Sant Martí Sarroca,casos confirmats,,8
11/2021,Sant Martí Sesgueioles,casos confirmats,,0
11/2021,Sant Martí Vell,casos confirmats,..,null
11/2021,Sant Mateu de Bages,casos confirmats,..,null
11/2021,Sant Miquel de Campmajor,casos confirmats,..,null
11/2021,Sant Miquel de Fluvià,casos confirmats,,5
11/2021,Sant Pau de Segúries,casos confirmats,,12
11/2021,Sant Pere de Ribes,casos confirmats,,162
11/2021,Sant Pere de Riudebitlles,casos confirmats,..,null
11/2021,Sant Pere de Torelló,casos confirmats,,12
11/2021,Sant Pere de Vilamajor,casos confirmats,,14
11/2021,Sant Pere Pescador,casos confirmats,,10
11/2021,Sant Pol de Mar,casos confirmats,,35
11/2021,Sant Quintí de Mediona,casos confirmats,,9
11/2021,Sant Quirze de Besora,casos confirmats,,9
11/2021,Sant Quirze del Vallès,casos confirmats,,73
11/2021,Sant Quirze Safaja,casos confirmats,..,null
11/2021,Sant Ramon,casos confirmats,..,null
11/2021,Sant Sadurní d'Anoia,casos confirmats,,79
11/2021,Sant Salvador de Guardiola,casos confirmats,,18
11/2021,Sant Vicenç de Castellet,casos confirmats,,36
11/2021,Sant Vicenç de Montalt,casos confirmats,,12
11/2021,Sant Vicenç de Torelló,casos confirmats,,9
11/2021,Sant Vicenç dels Horts,casos confirmats,,164
11/2021,Santa Bàrbara,casos confirmats,,26
11/2021,Santa Coloma de Cervelló,casos confirmats,,16
11/2021,Santa Coloma de Farners,casos confirmats,,51
11/2021,Santa Coloma de Gramenet,casos confirmats,,316
11/2021,Santa Coloma de Queralt,casos confirmats,,4
11/2021,Santa Cristina d'Aro,casos confirmats,,23
11/2021,Santa Eugènia de Berga,casos confirmats,,7
11/2021,Santa Eulàlia de Riuprimer,casos confirmats,,4
11/2021,Santa Eulàlia de Ronçana,casos confirmats,,23
11/2021,Santa Fe del Penedès,casos confirmats,..,null
11/2021,Santa Llogaia d'Àlguema,casos confirmats,..,null
11/2021,Santa Margarida de Montbui,casos confirmats,,33
11/2021,Santa Margarida i els Monjos,casos confirmats,,36
11/2021,Santa Maria d'Oló,casos confirmats,..,null
11/2021,Santa Maria de Martorelles,casos confirmats,,8
11/2021,Santa Maria de Palautordera,casos confirmats,,44
11/2021,Santa Oliva,casos confirmats,,8
11/2021,Santa Pau,casos confirmats,,48
11/2021,Santa Perpètua de Mogoda,casos confirmats,,94
11/2021,Santa Susanna,casos confirmats,,47
11/2021,Santpedor,casos confirmats,,81
11/2021,Sarral,casos confirmats,,10
11/2021,Sarrià de Ter,casos confirmats,,41
11/2021,Sarroca de Lleida,casos confirmats,..,null
11/2021,"Saus, Camallera i Llampaies",casos confirmats,,5
11/2021,"Secuita, la",casos confirmats,..,null
11/2021,"Selva de Mar, la",casos confirmats,..,null
11/2021,"Selva del Camp, la",casos confirmats,,22
11/2021,"Sénia, la",casos confirmats,,16
11/2021,"Sentiu de Sió, la",casos confirmats,..,null
11/2021,Sentmenat,casos confirmats,,32
11/2021,Serinyà,casos confirmats,,6
11/2021,Seròs,casos confirmats,..,null
11/2021,Serra de Daró,casos confirmats,,0
11/2021,"Seu d'Urgell, la",casos confirmats,,163
11/2021,Seva,casos confirmats,,16
11/2021,Sidamon,casos confirmats,..,null
11/2021,Sils,casos confirmats,,38
11/2021,Sitges,casos confirmats,,195
11/2021,"Soleràs, el",casos confirmats,..,null
11/2021,Solivella,casos confirmats,,4
11/2021,Solsona,casos confirmats,,32
11/2021,Sora,casos confirmats,,0
11/2021,Soriguera,casos confirmats,,0
11/2021,Sort,casos confirmats,,12
11/2021,Soses,casos confirmats,..,null
11/2021,Subirats,casos confirmats,,16
11/2021,Sudanell,casos confirmats,,5
11/2021,Sunyer,casos confirmats,,0
11/2021,Súria,casos confirmats,,40
11/2021,Tagamanent,casos confirmats,..,null
11/2021,Talamanca,casos confirmats,,0
11/2021,Talarn,casos confirmats,,9
11/2021,Talavera,casos confirmats,,0
11/2021,"Tallada d'Empordà, la",casos confirmats,..,null
11/2021,Taradell,casos confirmats,,61
11/2021,Tarragona,casos confirmats,,421
11/2021,Tàrrega,casos confirmats,,202
11/2021,Tavèrnoles,casos confirmats,,5
11/2021,Teià,casos confirmats,,19
11/2021,Térmens,casos confirmats,,15
11/2021,Terrades,casos confirmats,,9
11/2021,Terrassa,casos confirmats,,805
11/2021,Tiana,casos confirmats,,30
11/2021,Tivenys,casos confirmats,..,null
11/2021,Tivissa,casos confirmats,..,null
11/2021,Tona,casos confirmats,,53
11/2021,Torà,casos confirmats,..,null
11/2021,Tordera,casos confirmats,,68
11/2021,Torelló,casos confirmats,,87
11/2021,Tornabous,casos confirmats,..,null
11/2021,"Torre de Cabdella, la",casos confirmats,,0
11/2021,"Torre de Claramunt, la",casos confirmats,,19
11/2021,"Torre de l'Espanyol, la",casos confirmats,,0
11/2021,Torrebesses,casos confirmats,..,null
11/2021,Torredembarra,casos confirmats,,24
11/2021,Torrefarrera,casos confirmats,,36
11/2021,Torrefeta i Florejacs,casos confirmats,..,null
11/2021,Torregrossa,casos confirmats,..,null
11/2021,Torrelameu,casos confirmats,..,null
11/2021,Torrelavit,casos confirmats,,23
11/2021,Torrelles de Foix,casos confirmats,,14
11/2021,Torrelles de Llobregat,casos confirmats,,19
11/2021,Torres de Segre,casos confirmats,,7
11/2021,Torre-serona,casos confirmats,..,null
11/2021,Torroella de Fluvià,casos confirmats,,8
11/2021,Torroella de Montgrí,casos confirmats,,38
11/2021,Tortellà,casos confirmats,,5
11/2021,Tortosa,casos confirmats,,107
11/2021,Tossa de Mar,casos confirmats,,13
11/2021,Tremp,casos confirmats,,62
11/2021,Ullà,casos confirmats,..,null
11/2021,Ullastrell,casos confirmats,,6
11/2021,Ullastret,casos confirmats,..,null
11/2021,Ulldecona,casos confirmats,,98
11/2021,Ulldemolins,casos confirmats,..,null
11/2021,Ultramort,casos confirmats,,0
11/2021,Urús,casos confirmats,..,null
11/2021,Vacarisses,casos confirmats,,18
11/2021,"Vall d'en Bas, la",casos confirmats,,51
11/2021,"Vall de Bianya, la",casos confirmats,,7
11/2021,"Vall de Boí, la",casos confirmats,,0
11/2021,Vall de Cardós,casos confirmats,,0
11/2021,Vallbona d'Anoia,casos confirmats,,0
11/2021,Vallbona de les Monges,casos confirmats,,0
11/2021,Vallcebre,casos confirmats,,0
11/2021,Vallfogona de Balaguer,casos confirmats,,18
11/2021,Vallfogona de Ripollès,casos confirmats,..,null
11/2021,Vallgorguina,casos confirmats,,8
11/2021,Vallirana,casos confirmats,,89
11/2021,Vall-llobrega,casos confirmats,,0
11/2021,Vallmoll,casos confirmats,..,null
