mes,municipis,concepte,estat,valor
09/2020,Montornès del Vallès,casos confirmats,,51
09/2020,Mont-ras,casos confirmats,,4
09/2020,Mont-roig del Camp,casos confirmats,,38
09/2020,Montseny,casos confirmats,,0
09/2020,Móra d'Ebre,casos confirmats,,40
09/2020,Móra la Nova,casos confirmats,..,null
09/2020,"Morell, el",casos confirmats,,21
09/2020,Muntanyola,casos confirmats,,0
09/2020,Mura,casos confirmats,,0
09/2020,Naut Aran,casos confirmats,,5
09/2020,Navarcles,casos confirmats,,9
09/2020,Navàs,casos confirmats,,29
09/2020,Navata,casos confirmats,..,null
09/2020,Navès,casos confirmats,,0
09/2020,"Nou de Gaià, la",casos confirmats,..,null
09/2020,Nulles,casos confirmats,..,null
09/2020,Odèn,casos confirmats,,0
09/2020,Òdena,casos confirmats,,6
09/2020,Ogassa,casos confirmats,,0
09/2020,Olèrdola,casos confirmats,,10
09/2020,Olesa de Bonesvalls,casos confirmats,,8
09/2020,Olesa de Montserrat,casos confirmats,,49
09/2020,Oliana,casos confirmats,,0
09/2020,Oliola,casos confirmats,,0
09/2020,Olius,casos confirmats,,0
09/2020,Olivella,casos confirmats,,5
09/2020,Olost,casos confirmats,..,null
09/2020,Olot,casos confirmats,,105
09/2020,Olvan,casos confirmats,,6
09/2020,"Omellons, els",casos confirmats,,0
09/2020,Ordis,casos confirmats,,0
09/2020,Organyà,casos confirmats,,0
09/2020,Orís,casos confirmats,,0
09/2020,Oristà,casos confirmats,,0
09/2020,Òrrius,casos confirmats,,4
09/2020,Os de Balaguer,casos confirmats,,4
09/2020,Osor,casos confirmats,,0
09/2020,Ossó de Sió,casos confirmats,,0
09/2020,Pacs del Penedès,casos confirmats,..,null
09/2020,Palafolls,casos confirmats,,13
09/2020,Palafrugell,casos confirmats,,73
09/2020,Palamós,casos confirmats,,41
09/2020,"Palau d'Anglesola, el",casos confirmats,,6
09/2020,Palau-sator,casos confirmats,,0
09/2020,Palau-saverdera,casos confirmats,..,null
09/2020,Palau-solità i Plegamans,casos confirmats,,32
09/2020,"Pallaresos, els",casos confirmats,,28
09/2020,Pallejà,casos confirmats,,54
09/2020,"Palma d'Ebre, la",casos confirmats,,0
09/2020,"Palma de Cervelló, la",casos confirmats,,27
09/2020,Palol de Revardit,casos confirmats,..,null
09/2020,Pals,casos confirmats,,7
09/2020,"Papiol, el",casos confirmats,,6
09/2020,Parets del Vallès,casos confirmats,,90
09/2020,Parlavà,casos confirmats,,5
09/2020,Pau,casos confirmats,..,null
09/2020,Paüls,casos confirmats,,0
09/2020,Penelles,casos confirmats,,0
09/2020,"Pera, la",casos confirmats,,0
09/2020,Perafita,casos confirmats,,0
09/2020,Perafort,casos confirmats,,4
09/2020,Peralada,casos confirmats,..,null
09/2020,Peramola,casos confirmats,,0
09/2020,"Perelló, el",casos confirmats,,4
09/2020,Piera,casos confirmats,,33
09/2020,"Piles, les",casos confirmats,,0
09/2020,Pineda de Mar,casos confirmats,,96
09/2020,"Pinell de Brai, el",casos confirmats,..,null
09/2020,Pinell de Solsonès,casos confirmats,..,null
09/2020,Pinós,casos confirmats,,0
09/2020,Pira,casos confirmats,,0
09/2020,"Pla de Santa Maria, el",casos confirmats,..,null
09/2020,"Pla del Penedès, el",casos confirmats,..,null
09/2020,"Planes d'Hostoles, les",casos confirmats,,6
09/2020,Planoles,casos confirmats,,0
09/2020,"Plans de Sió, els",casos confirmats,,0
09/2020,"Poal, el",casos confirmats,..,null
09/2020,"Pobla de Claramunt, la",casos confirmats,..,null
09/2020,"Pobla de Lillet, la",casos confirmats,..,null
09/2020,"Pobla de Mafumet, la",casos confirmats,,21
09/2020,"Pobla de Massaluca, la",casos confirmats,,0
09/2020,"Pobla de Montornès, la",casos confirmats,,11
09/2020,"Pobla de Segur, la",casos confirmats,,6
09/2020,Poboleda,casos confirmats,..,null
09/2020,Polinyà,casos confirmats,,29
09/2020,"Pont d'Armentera, el",casos confirmats,,0
09/2020,Pont de Molins,casos confirmats,,0
09/2020,"Pont de Suert, el",casos confirmats,,4
09/2020,"Pont de Vilomara i Rocafort, el",casos confirmats,,7
09/2020,Pontons,casos confirmats,,0
09/2020,Pontós,casos confirmats,..,null
09/2020,Ponts,casos confirmats,,5
09/2020,Porqueres,casos confirmats,,24
09/2020,Porrera,casos confirmats,,0
09/2020,"Port de la Selva, el",casos confirmats,,0
09/2020,Portbou,casos confirmats,,0
09/2020,"Portella, la",casos confirmats,..,null
09/2020,Prades,casos confirmats,,0
09/2020,"Prat de Llobregat, el",casos confirmats,,254
09/2020,Pratdip,casos confirmats,..,null
09/2020,Prats de Lluçanès,casos confirmats,,18
09/2020,"Prats de Rei, els",casos confirmats,,0
09/2020,Prats i Sansor,casos confirmats,,0
09/2020,Preixana,casos confirmats,,0
09/2020,Preixens,casos confirmats,,0
09/2020,Premià de Dalt,casos confirmats,,22
09/2020,Premià de Mar,casos confirmats,,82
09/2020,"Preses, les",casos confirmats,,5
09/2020,Prullans,casos confirmats,,0
09/2020,Puigcerdà,casos confirmats,,237
09/2020,Puigdàlber,casos confirmats,..,null
09/2020,Puiggròs,casos confirmats,,0
09/2020,Puigpelat,casos confirmats,..,null
09/2020,Puig-reig,casos confirmats,,6
09/2020,Puigverd d'Agramunt,casos confirmats,,0
09/2020,Puigverd de Lleida,casos confirmats,..,null
09/2020,Pujalt,casos confirmats,,0
09/2020,Quart,casos confirmats,,12
09/2020,Querol,casos confirmats,,0
09/2020,Rabós,casos confirmats,..,null
09/2020,Rajadell,casos confirmats,,0
09/2020,"Ràpita, la",casos confirmats,,24
09/2020,Rasquera,casos confirmats,..,null
09/2020,Regencós,casos confirmats,..,null
09/2020,Rellinars,casos confirmats,..,null
09/2020,Reus,casos confirmats,,589
09/2020,Rialp,casos confirmats,,0
09/2020,"Riba, la",casos confirmats,,0
09/2020,Riba-roja d'Ebre,casos confirmats,..,null
09/2020,Ribera d'Ondara,casos confirmats,..,null
09/2020,Ribera d'Urgellet,casos confirmats,,0
09/2020,Ribes de Freser,casos confirmats,..,null
09/2020,Riells i Viabrea,casos confirmats,,6
09/2020,"Riera de Gaià, la",casos confirmats,,10
09/2020,Riner,casos confirmats,,0
09/2020,Ripoll,casos confirmats,,53
09/2020,Ripollet,casos confirmats,,137
09/2020,Riudarenes,casos confirmats,,6
09/2020,Riudaura,casos confirmats,,0
09/2020,Riudecanyes,casos confirmats,,4
09/2020,Riudecols,casos confirmats,,11
09/2020,Riudellots de la Selva,casos confirmats,..,null
09/2020,Riudoms,casos confirmats,,27
09/2020,Riumors,casos confirmats,,0
09/2020,"Roca del Vallès, la",casos confirmats,,27
09/2020,Rocafort de Queralt,casos confirmats,,0
09/2020,Roda de Berà,casos confirmats,,11
09/2020,Roda de Ter,casos confirmats,,58
09/2020,Rodonyà,casos confirmats,,6
09/2020,Roquetes,casos confirmats,,48
09/2020,Roses,casos confirmats,,23
09/2020,Rosselló,casos confirmats,,14
09/2020,"Rourell, el",casos confirmats,,0
09/2020,Rubí,casos confirmats,,473
09/2020,Rubió,casos confirmats,,0
09/2020,Rupià,casos confirmats,..,null
09/2020,Rupit i Pruit,casos confirmats,,0
09/2020,Sabadell,casos confirmats,,1231
09/2020,Salàs de Pallars,casos confirmats,,0
09/2020,Saldes,casos confirmats,..,null
09/2020,Sallent,casos confirmats,,14
09/2020,Salomó,casos confirmats,..,null
09/2020,Salou,casos confirmats,,119
09/2020,Salt,casos confirmats,,581
09/2020,Sanaüja,casos confirmats,,0
09/2020,Sant Adrià de Besòs,casos confirmats,,196
09/2020,Sant Andreu de la Barca,casos confirmats,,62
09/2020,Sant Andreu de Llavaneres,casos confirmats,,43
09/2020,Sant Aniol de Finestres,casos confirmats,,0
09/2020,Sant Antoni de Vilamajor,casos confirmats,,18
09/2020,Sant Bartomeu del Grau,casos confirmats,,17
09/2020,Sant Boi de Llobregat,casos confirmats,,516
09/2020,Sant Boi de Lluçanès,casos confirmats,,65
09/2020,Sant Cebrià de Vallalta,casos confirmats,,8
09/2020,Sant Celoni,casos confirmats,,70
09/2020,Sant Climent de Llobregat,casos confirmats,,14
09/2020,Sant Climent Sescebes,casos confirmats,,0
09/2020,Sant Cugat del Vallès,casos confirmats,,337
09/2020,Sant Cugat Sesgarrigues,casos confirmats,,4
09/2020,Sant Esteve de Palautordera,casos confirmats,,4
09/2020,Sant Esteve Sesrovires,casos confirmats,,33
09/2020,Sant Feliu de Buixalleu,casos confirmats,,0
09/2020,Sant Feliu de Codines,casos confirmats,,15
09/2020,Sant Feliu de Guíxols,casos confirmats,,128
09/2020,Sant Feliu de Llobregat,casos confirmats,,190
09/2020,Sant Feliu de Pallerols,casos confirmats,,0
09/2020,Sant Feliu Sasserra,casos confirmats,..,null
09/2020,Sant Ferriol,casos confirmats,,0
09/2020,Sant Fost de Campsentelles,casos confirmats,,68
09/2020,Sant Fruitós de Bages,casos confirmats,,20
09/2020,Sant Gregori,casos confirmats,,20
09/2020,Sant Guim de Freixenet,casos confirmats,,7
09/2020,Sant Hilari Sacalm,casos confirmats,,23
09/2020,Sant Hipòlit de Voltregà,casos confirmats,,11
09/2020,Sant Iscle de Vallalta,casos confirmats,,7
09/2020,Sant Jaume d'Enveja,casos confirmats,,5
09/2020,Sant Jaume de Llierca,casos confirmats,,4
09/2020,Sant Jaume dels Domenys,casos confirmats,,0
09/2020,Sant Joan de les Abadesses,casos confirmats,,19
09/2020,Sant Joan de Mollet,casos confirmats,..,null
09/2020,Sant Joan de Vilatorrada,casos confirmats,,37
09/2020,Sant Joan Despí,casos confirmats,,115
09/2020,Sant Joan les Fonts,casos confirmats,,7
09/2020,Sant Jordi Desvalls,casos confirmats,..,null
09/2020,Sant Julià de Cerdanyola,casos confirmats,,0
09/2020,Sant Julià de Ramis,casos confirmats,,13
09/2020,Sant Julià de Vilatorta,casos confirmats,,24
09/2020,Sant Julià del Llor i Bonmatí,casos confirmats,,17
09/2020,Sant Just Desvern,casos confirmats,,68
09/2020,Sant Llorenç d'Hortons,casos confirmats,,11
09/2020,Sant Llorenç de la Muga,casos confirmats,,0
09/2020,Sant Llorenç de Morunys,casos confirmats,,8
09/2020,Sant Llorenç Savall,casos confirmats,,10
09/2020,Sant Martí de Centelles,casos confirmats,..,null
09/2020,Sant Martí de Llémena,casos confirmats,,22
09/2020,Sant Martí de Riucorb,casos confirmats,..,null
09/2020,Sant Martí de Tous,casos confirmats,..,null
09/2020,Sant Martí Sarroca,casos confirmats,,6
09/2020,Sant Martí Sesgueioles,casos confirmats,..,null
09/2020,Sant Martí Vell,casos confirmats,,0
09/2020,Sant Mateu de Bages,casos confirmats,,0
09/2020,Sant Miquel de Campmajor,casos confirmats,,0
09/2020,Sant Miquel de Fluvià,casos confirmats,,18
09/2020,Sant Pau de Segúries,casos confirmats,,0
09/2020,Sant Pere de Ribes,casos confirmats,,74
09/2020,Sant Pere de Riudebitlles,casos confirmats,,5
09/2020,Sant Pere de Torelló,casos confirmats,,13
09/2020,Sant Pere de Vilamajor,casos confirmats,,10
09/2020,Sant Pere Pescador,casos confirmats,,37
09/2020,Sant Pol de Mar,casos confirmats,,28
09/2020,Sant Quintí de Mediona,casos confirmats,..,null
09/2020,Sant Quirze de Besora,casos confirmats,,9
09/2020,Sant Quirze del Vallès,casos confirmats,,65
09/2020,Sant Quirze Safaja,casos confirmats,..,null
09/2020,Sant Ramon,casos confirmats,..,null
09/2020,Sant Sadurní d'Anoia,casos confirmats,,21
09/2020,Sant Salvador de Guardiola,casos confirmats,..,null
09/2020,Sant Vicenç de Castellet,casos confirmats,,24
09/2020,Sant Vicenç de Montalt,casos confirmats,,20
09/2020,Sant Vicenç de Torelló,casos confirmats,,16
09/2020,Sant Vicenç dels Horts,casos confirmats,,80
09/2020,Santa Bàrbara,casos confirmats,,16
09/2020,Santa Coloma de Cervelló,casos confirmats,,42
09/2020,Santa Coloma de Farners,casos confirmats,,53
09/2020,Santa Coloma de Gramenet,casos confirmats,,656
09/2020,Santa Coloma de Queralt,casos confirmats,,10
09/2020,Santa Cristina d'Aro,casos confirmats,,11
09/2020,Santa Eugènia de Berga,casos confirmats,,14
09/2020,Santa Eulàlia de Riuprimer,casos confirmats,,4
09/2020,Santa Eulàlia de Ronçana,casos confirmats,,20
09/2020,Santa Fe del Penedès,casos confirmats,,0
09/2020,Santa Llogaia d'Àlguema,casos confirmats,..,null
09/2020,Santa Margarida de Montbui,casos confirmats,,32
09/2020,Santa Margarida i els Monjos,casos confirmats,,16
09/2020,Santa Maria d'Oló,casos confirmats,,0
09/2020,Santa Maria de Martorelles,casos confirmats,..,null
09/2020,Santa Maria de Palautordera,casos confirmats,,18
09/2020,Santa Oliva,casos confirmats,,7
09/2020,Santa Pau,casos confirmats,..,null
09/2020,Santa Perpètua de Mogoda,casos confirmats,,97
09/2020,Santa Susanna,casos confirmats,,8
09/2020,Santpedor,casos confirmats,,13
09/2020,Sarral,casos confirmats,..,null
09/2020,Sarrià de Ter,casos confirmats,,25
09/2020,Sarroca de Lleida,casos confirmats,,5
09/2020,"Saus, Camallera i Llampaies",casos confirmats,,0
09/2020,"Secuita, la",casos confirmats,..,null
09/2020,"Selva de Mar, la",casos confirmats,..,null
09/2020,"Selva del Camp, la",casos confirmats,,16
09/2020,"Sénia, la",casos confirmats,..,null
09/2020,"Sentiu de Sió, la",casos confirmats,,0
09/2020,Sentmenat,casos confirmats,,28
09/2020,Serinyà,casos confirmats,,0
09/2020,Seròs,casos confirmats,,15
09/2020,Serra de Daró,casos confirmats,,0
09/2020,"Seu d'Urgell, la",casos confirmats,,49
09/2020,Seva,casos confirmats,,5
09/2020,Sidamon,casos confirmats,..,null
09/2020,Sils,casos confirmats,,19
09/2020,Sitges,casos confirmats,,108
09/2020,"Soleràs, el",casos confirmats,,0
09/2020,Solivella,casos confirmats,,0
09/2020,Solsona,casos confirmats,,33
09/2020,Sora,casos confirmats,,0
09/2020,Soriguera,casos confirmats,..,null
09/2020,Sort,casos confirmats,..,null
09/2020,Soses,casos confirmats,..,null
09/2020,Subirats,casos confirmats,,13
09/2020,Sudanell,casos confirmats,..,null
09/2020,Sunyer,casos confirmats,,0
09/2020,Súria,casos confirmats,,15
09/2020,Tagamanent,casos confirmats,,0
09/2020,Talamanca,casos confirmats,,0
09/2020,Talarn,casos confirmats,..,null
09/2020,Talavera,casos confirmats,,0
09/2020,"Tallada d'Empordà, la",casos confirmats,,0
09/2020,Taradell,casos confirmats,,39
09/2020,Tarragona,casos confirmats,,482
09/2020,Tàrrega,casos confirmats,,85
09/2020,Tavèrnoles,casos confirmats,..,null
09/2020,Teià,casos confirmats,,26
09/2020,Térmens,casos confirmats,..,null
09/2020,Terrades,casos confirmats,,0
09/2020,Terrassa,casos confirmats,,1588
09/2020,Tiana,casos confirmats,,19
09/2020,Tivenys,casos confirmats,..,null
09/2020,Tivissa,casos confirmats,..,null
09/2020,Tona,casos confirmats,,44
09/2020,Torà,casos confirmats,..,null
09/2020,Tordera,casos confirmats,,48
09/2020,Torelló,casos confirmats,,102
09/2020,Tornabous,casos confirmats,,0
09/2020,"Torre de Cabdella, la",casos confirmats,..,null
09/2020,"Torre de Claramunt, la",casos confirmats,..,null
09/2020,"Torre de l'Espanyol, la",casos confirmats,,0
09/2020,Torrebesses,casos confirmats,,0
09/2020,Torredembarra,casos confirmats,,37
09/2020,Torrefarrera,casos confirmats,,15
09/2020,Torrefeta i Florejacs,casos confirmats,..,null
09/2020,Torregrossa,casos confirmats,,6
09/2020,Torrelameu,casos confirmats,,10
09/2020,Torrelavit,casos confirmats,,4
09/2020,Torrelles de Foix,casos confirmats,,5
09/2020,Torrelles de Llobregat,casos confirmats,,11
09/2020,Torres de Segre,casos confirmats,..,null
09/2020,Torre-serona,casos confirmats,..,null
09/2020,Torroella de Fluvià,casos confirmats,,5
09/2020,Torroella de Montgrí,casos confirmats,,53
09/2020,Tortellà,casos confirmats,..,null
09/2020,Tortosa,casos confirmats,,272
09/2020,Tossa de Mar,casos confirmats,,10
09/2020,Tremp,casos confirmats,,15
09/2020,Ullà,casos confirmats,..,null
09/2020,Ullastrell,casos confirmats,,7
09/2020,Ullastret,casos confirmats,,0
09/2020,Ulldecona,casos confirmats,,5
09/2020,Ulldemolins,casos confirmats,..,null
09/2020,Ultramort,casos confirmats,,0
09/2020,Urús,casos confirmats,..,null
09/2020,Vacarisses,casos confirmats,,61
09/2020,"Vall d'en Bas, la",casos confirmats,,4
09/2020,"Vall de Bianya, la",casos confirmats,,5
09/2020,"Vall de Boí, la",casos confirmats,..,null
09/2020,Vall de Cardós,casos confirmats,,0
09/2020,Vallbona d'Anoia,casos confirmats,,4
09/2020,Vallbona de les Monges,casos confirmats,,0
09/2020,Vallcebre,casos confirmats,,0
09/2020,Vallfogona de Balaguer,casos confirmats,,9
09/2020,Vallfogona de Ripollès,casos confirmats,..,null
09/2020,Vallgorguina,casos confirmats,,5
09/2020,Vallirana,casos confirmats,,32
09/2020,Vall-llobrega,casos confirmats,..,null
09/2020,Vallmoll,casos confirmats,..,null
09/2020,Vallromanes,casos confirmats,,5
09/2020,Valls,casos confirmats,,83
09/2020,"Valls d'Aguilar, les",casos confirmats,,0
09/2020,"Valls de Valira, les",casos confirmats,..,null
09/2020,Vandellòs i l'Hospitalet de l'Infant,casos confirmats,,7
09/2020,"Vendrell, el",casos confirmats,,113
09/2020,Ventalló,casos confirmats,,4
09/2020,Verdú,casos confirmats,..,null
09/2020,Verges,casos confirmats,,0
09/2020,Vespella de Gaià,casos confirmats,..,null
09/2020,Vic,casos confirmats,,409
09/2020,Vidreres,casos confirmats,,21
09/2020,Vielha e Mijaran,casos confirmats,,29
09/2020,Vilabella,casos confirmats,..,null
09/2020,Vilabertran,casos confirmats,,4
09/2020,Vilablareix,casos confirmats,,12
09/2020,Vilada,casos confirmats,,0
09/2020,Viladamat,casos confirmats,,0
09/2020,Viladasens,casos confirmats,,0
09/2020,Viladecans,casos confirmats,,307
09/2020,Viladecavalls,casos confirmats,,22
09/2020,Vilademuls,casos confirmats,,45
09/2020,Viladrau,casos confirmats,,5
09/2020,Vilafant,casos confirmats,,22
09/2020,Vilafranca del Penedès,casos confirmats,,137
09/2020,Vilagrassa,casos confirmats,,0
09/2020,Vilajuïga,casos confirmats,,0
09/2020,Vilalba dels Arcs,casos confirmats,,0
09/2020,Vilalba Sasserra,casos confirmats,,0
09/2020,Vilaller,casos confirmats,,0
09/2020,Vilallonga de Ter,casos confirmats,,0
09/2020,Vilallonga del Camp,casos confirmats,,0
09/2020,Vilamacolum,casos confirmats,..,null
09/2020,Vilamalla,casos confirmats,,4
09/2020,Vilamaniscle,casos confirmats,,0
09/2020,Vilanant,casos confirmats,,0
09/2020,Vilanova d'Escornalbou,casos confirmats,,0
09/2020,Vilanova de Bellpuig,casos confirmats,..,null
09/2020,Vilanova de l'Aguda,casos confirmats,,0
09/2020,Vilanova de la Barca,casos confirmats,,0
09/2020,Vilanova de Meià,casos confirmats,,5
09/2020,Vilanova de Sau,casos confirmats,,0
09/2020,Vilanova de Segrià,casos confirmats,,0
09/2020,Vilanova del Camí,casos confirmats,,34
09/2020,Vilanova del Vallès,casos confirmats,,21
09/2020,Vilanova i la Geltrú,casos confirmats,,150
09/2020,Vilaplana,casos confirmats,,0
09/2020,Vila-rodona,casos confirmats,,5
09/2020,Vila-sacra,casos confirmats,,5
09/2020,Vila-sana,casos confirmats,,6
09/2020,Vila-seca,casos confirmats,,89
09/2020,Vilassar de Dalt,casos confirmats,,25
09/2020,Vilassar de Mar,casos confirmats,,55
09/2020,Vilaverd,casos confirmats,..,null
09/2020,"Vilella Baixa, la",casos confirmats,,0
09/2020,Vilobí d'Onyar,casos confirmats,,6
09/2020,Vilobí del Penedès,casos confirmats,,0
09/2020,Vilopriu,casos confirmats,,0
09/2020,Vimbodí i Poblet,casos confirmats,,0
09/2020,Vinaixa,casos confirmats,,0
09/2020,Vinebre,casos confirmats,,0
09/2020,Vinyols i els Arcs,casos confirmats,..,null
09/2020,Xerta,casos confirmats,,8
09/2020,Catalunya,casos confirmats,,34977
10/2020,Abrera,casos confirmats,,92
10/2020,Àger,casos confirmats,..,null
10/2020,Agramunt,casos confirmats,,93
10/2020,Aguilar de Segarra,casos confirmats,..,null
10/2020,Agullana,casos confirmats,,8
10/2020,Aiguafreda,casos confirmats,,28
10/2020,Aiguamúrcia,casos confirmats,..,null
10/2020,Aiguaviva,casos confirmats,..,null
10/2020,Aitona,casos confirmats,,11
10/2020,"Alamús, els",casos confirmats,..,null
10/2020,Alàs i Cerc,casos confirmats,..,null
10/2020,"Albagés, l'",casos confirmats,,4
10/2020,Albatàrrec,casos confirmats,,28
10/2020,Albesa,casos confirmats,,20
10/2020,"Albi, l'",casos confirmats,,9
10/2020,Albinyana,casos confirmats,,8
10/2020,"Albiol, l'",casos confirmats,,8
10/2020,Albons,casos confirmats,,14
10/2020,Alcanar,casos confirmats,,50
10/2020,Alcanó,casos confirmats,,5
10/2020,Alcarràs,casos confirmats,,72
10/2020,Alcoletge,casos confirmats,,35
10/2020,Alcover,casos confirmats,,44
10/2020,"Aldea, l'",casos confirmats,,30
10/2020,Aldover,casos confirmats,,8
10/2020,"Aleixar, l'",casos confirmats,,27
10/2020,Alella,casos confirmats,,99
10/2020,Alfara de Carles,casos confirmats,,0
10/2020,Alfarràs,casos confirmats,,48
10/2020,Alfés,casos confirmats,..,null
10/2020,Alforja,casos confirmats,,14
10/2020,Algerri,casos confirmats,,7
10/2020,Alguaire,casos confirmats,,16
10/2020,Alins,casos confirmats,,0
10/2020,Alió,casos confirmats,..,null
10/2020,Almacelles,casos confirmats,,32
10/2020,Almatret,casos confirmats,..,null
10/2020,Almenar,casos confirmats,,36
10/2020,Almoster,casos confirmats,,18
10/2020,Alp,casos confirmats,,12
10/2020,Alpens,casos confirmats,,0
10/2020,Alpicat,casos confirmats,,64
10/2020,Alt Àneu,casos confirmats,,5
10/2020,Altafulla,casos confirmats,,49
10/2020,Amer,casos confirmats,,34
10/2020,"Ametlla de Mar, l'",casos confirmats,,32
10/2020,"Ametlla del Vallès, l'",casos confirmats,,128
10/2020,"Ampolla, l'",casos confirmats,,9
10/2020,Amposta,casos confirmats,,425
10/2020,Anglès,casos confirmats,,183
10/2020,Anglesola,casos confirmats,,18
10/2020,Arbeca,casos confirmats,,21
10/2020,"Arboç, l'",casos confirmats,,200
10/2020,Arbúcies,casos confirmats,,90
10/2020,Arenys de Mar,casos confirmats,,139
10/2020,Arenys de Munt,casos confirmats,,120
10/2020,Argelaguer,casos confirmats,..,null
10/2020,Argençola,casos confirmats,,0
10/2020,Argentona,casos confirmats,,184
10/2020,"Armentera, l'",casos confirmats,,23
10/2020,Arnes,casos confirmats,..,null
10/2020,Artés,casos confirmats,,85
10/2020,Artesa de Lleida,casos confirmats,,7
10/2020,Artesa de Segre,casos confirmats,,28
10/2020,Ascó,casos confirmats,,17
10/2020,Aspa,casos confirmats,,0
10/2020,"Avellanes i Santa Linya, les",casos confirmats,,7
10/2020,Avià,casos confirmats,,38
10/2020,Avinyó,casos confirmats,,7
10/2020,Avinyonet de Puigventós,casos confirmats,,26
10/2020,Avinyonet del Penedès,casos confirmats,,9
10/2020,Badalona,casos confirmats,,3372
10/2020,Badia del Vallès,casos confirmats,,153
10/2020,Bagà,casos confirmats,,11
10/2020,Baix Pallars,casos confirmats,,4
10/2020,Balaguer,casos confirmats,,232
10/2020,Balenyà,casos confirmats,,38
10/2020,Balsareny,casos confirmats,,24
10/2020,Banyeres del Penedès,casos confirmats,,38
10/2020,Banyoles,casos confirmats,,491
10/2020,Barbens,casos confirmats,,5
10/2020,Barberà de la Conca,casos confirmats,,0
10/2020,Barberà del Vallès,casos confirmats,,325
10/2020,Barcelona,casos confirmats,,21480
10/2020,"Baronia de Rialb, la",casos confirmats,,0
10/2020,Bàscara,casos confirmats,,7
10/2020,Bassella,casos confirmats,,0
10/2020,Batea,casos confirmats,,19
10/2020,Begues,casos confirmats,,59
10/2020,Begur,casos confirmats,,29
10/2020,Belianes,casos confirmats,..,null
10/2020,Bellaguarda,casos confirmats,,4
10/2020,Bellcaire d'Empordà,casos confirmats,,8
10/2020,Bellcaire d'Urgell,casos confirmats,,9
10/2020,Bell-lloc d'Urgell,casos confirmats,,13
10/2020,Bellmunt del Priorat,casos confirmats,,0
10/2020,Bellpuig,casos confirmats,,29
10/2020,Bellvei,casos confirmats,,14
10/2020,Bellver de Cerdanya,casos confirmats,,34
10/2020,Bellvís,casos confirmats,,29
10/2020,Benavent de Segrià,casos confirmats,,42
10/2020,Benifallet,casos confirmats,,10
10/2020,Benissanet,casos confirmats,,14
10/2020,Berga,casos confirmats,,294
10/2020,Besalú,casos confirmats,,33
10/2020,Bescanó,casos confirmats,,82
10/2020,Bigues i Riells del Fai,casos confirmats,,87
10/2020,"Bisbal d'Empordà, la",casos confirmats,,272
10/2020,"Bisbal de Falset, la",casos confirmats,,0
10/2020,"Bisbal del Penedès, la",casos confirmats,,16
10/2020,Biure,casos confirmats,,0
10/2020,Blancafort,casos confirmats,,0
10/2020,Blanes,casos confirmats,,496
10/2020,Boadella i les Escaules,casos confirmats,..,null
10/2020,Bolvir,casos confirmats,..,null
10/2020,Bonastre,casos confirmats,,0
10/2020,"Bòrdes, Es",casos confirmats,..,null
10/2020,Bordils,casos confirmats,,37
10/2020,"Borges Blanques, les",casos confirmats,,261
10/2020,"Borges del Camp, les",casos confirmats,,58
10/2020,Borrassà,casos confirmats,,20
10/2020,Borredà,casos confirmats,,10
10/2020,Bossòst,casos confirmats,,0
10/2020,Bot,casos confirmats,,14
10/2020,Botarell,casos confirmats,..,null
10/2020,Bovera,casos confirmats,,0
10/2020,Bràfim,casos confirmats,..,null
10/2020,Breda,casos confirmats,,21
10/2020,"Bruc, el",casos confirmats,,16
10/2020,"Brull, el",casos confirmats,..,null
10/2020,Brunyola i Sant Martí Sapresa,casos confirmats,..,null
10/2020,Cabacés,casos confirmats,,4
10/2020,Cabanelles,casos confirmats,,6
10/2020,Cabanes,casos confirmats,,36
10/2020,"Cabanyes, les",casos confirmats,,31
10/2020,Cabra del Camp,casos confirmats,,5
10/2020,Cabrera d'Anoia,casos confirmats,..,null
10/2020,Cabrera de Mar,casos confirmats,,47
10/2020,Cabrils,casos confirmats,,113
10/2020,Cadaqués,casos confirmats,,13
10/2020,Calaf,casos confirmats,,44
10/2020,Calafell,casos confirmats,,207
10/2020,Calders,casos confirmats,,6
10/2020,Caldes d'Estrac,casos confirmats,,67
10/2020,Caldes de Malavella,casos confirmats,,87
10/2020,Caldes de Montbui,casos confirmats,,180
10/2020,Calella,casos confirmats,,207
10/2020,Calldetenes,casos confirmats,,64
10/2020,Callús,casos confirmats,,14
10/2020,Calonge i Sant Antoni,casos confirmats,,62
10/2020,Camarasa,casos confirmats,,13
10/2020,Camarles,casos confirmats,,44
10/2020,Cambrils,casos confirmats,,378
10/2020,Camós,casos confirmats,,22
10/2020,Campdevànol,casos confirmats,,28
10/2020,Campins,casos confirmats,,5
10/2020,Campllong,casos confirmats,,6
10/2020,Camprodon,casos confirmats,,30
10/2020,Canet d'Adri,casos confirmats,..,null
10/2020,Canet de Mar,casos confirmats,,114
10/2020,"Canonja, la",casos confirmats,,102
10/2020,Canovelles,casos confirmats,,367
10/2020,Cànoves i Samalús,casos confirmats,,33
10/2020,Cantallops,casos confirmats,,7
10/2020,Canyelles,casos confirmats,,36
10/2020,Capçanes,casos confirmats,,13
10/2020,Capellades,casos confirmats,,77
10/2020,Capmany,casos confirmats,,9
10/2020,Cardedeu,casos confirmats,,248
10/2020,Cardona,casos confirmats,,53
10/2020,Carme,casos confirmats,,0
10/2020,Caseres,casos confirmats,,0
10/2020,Cassà de la Selva,casos confirmats,,137
