Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Tipo de dato;Periodo;Total
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;23/9/2020;20,18
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;20/9/2020;14,31
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;16/9/2020;20,45
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;13/9/2020;14,12
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;9/9/2020;19,22
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;6/9/2020;14,42
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;2/9/2020;18,10
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;30/8/2020;13,90
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;26/8/2020;18,83
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;23/8/2020;11,56
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;19/8/2020;18,63
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;16/8/2020;13,24
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;12/8/2020;18,14
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;9/8/2020;13,54
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;5/8/2020;18,63
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;2/8/2020;13,44
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;29/7/2020;18,48
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;26/7/2020;12,55
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;22/7/2020;17,75
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;19/7/2020;11,80
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;15/7/2020;18,41
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;12/7/2020;12,64
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;8/7/2020;19,44
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;5/7/2020;13,05
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;1/7/2020;20,68
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;28/6/2020;15,11
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;24/6/2020;15,17
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;20/6/2020;16,99
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;19/6/2020;19,23
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;18/6/2020;18,59
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;17/6/2020;18,75
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;16/6/2020;17,79
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;15/6/2020;18,24
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;14/6/2020;13,39
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;13/6/2020;15,33
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;12/6/2020;17,71
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;11/6/2020;18,17
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;10/6/2020;18,16
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;9/6/2020;15,97
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;8/6/2020;16,00
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;7/6/2020;11,15
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;6/6/2020;14,82
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;5/6/2020;17,63
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;4/6/2020;16,97
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;3/6/2020;17,60
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;2/6/2020;17,82
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;1/6/2020;16,40
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;31/5/2020;11,38
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;30/5/2020;13,84
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;29/5/2020;17,00
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;28/5/2020;17,03
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;27/5/2020;16,89
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;26/5/2020;16,59
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;25/5/2020;15,97
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;24/5/2020;11,18
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;23/5/2020;13,60
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;22/5/2020;16,53
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;21/5/2020;16,46
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;20/5/2020;16,20
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;19/5/2020;16,16
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;18/5/2020;14,72
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;17/5/2020;7,73
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;16/5/2020;9,53
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;15/5/2020;13,41
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;14/5/2020;14,25
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;13/5/2020;14,63
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;12/5/2020;14,89
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;11/5/2020;11,22
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;10/5/2020;6,79
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;9/5/2020;8,32
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;8/5/2020;14,08
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;7/5/2020;13,74
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;6/5/2020;13,77
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;5/5/2020;13,92
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;4/5/2020;13,27
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;3/5/2020;7,27
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;2/5/2020;8,18
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;1/5/2020;7,85
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;30/4/2020;12,26
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;29/4/2020;12,18
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;28/4/2020;11,83
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;27/4/2020;10,92
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;26/4/2020;5,66
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;25/4/2020;8,08
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;24/4/2020;11,64
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;23/4/2020;11,31
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;22/4/2020;11,62
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;21/4/2020;10,68
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;20/4/2020;10,40
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;19/4/2020;5,46
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;18/4/2020;8,00
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;17/4/2020;11,40
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;16/4/2020;11,73
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;15/4/2020;11,33
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;14/4/2020;10,46
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;13/4/2020;5,63
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;12/4/2020;5,47
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;11/4/2020;6,89
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;10/4/2020;6,48
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;9/4/2020;9,87
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;8/4/2020;9,98
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;7/4/2020;9,54
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;6/4/2020;9,19
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;5/4/2020;5,35
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;4/4/2020;7,03
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;3/4/2020;9,83
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;2/4/2020;9,04
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;1/4/2020;8,69
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;31/3/2020;9,07
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;30/3/2020;9,37
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;28/3/2020;7,39
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;26/3/2020;11,11
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;24/3/2020;11,10
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;22/3/2020;5,16
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;20/3/2020;11,12
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;18/3/2020;11,57
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;16/3/2020;11,90
Total Nacional;Cataluña;Lleida;;Porcentaje de población que sale del área;18/11/2019;28,38
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;29/12/2021;13,06
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;26/12/2021;9,09
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;22/12/2021;15,24
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;19/12/2021;10,80
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;15/12/2021;16,67
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;12/12/2021;11,18
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;8/12/2021;11,79
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;1/12/2021;17,13
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;28/11/2021;11,19
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;24/11/2021;15,82
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;21/11/2021;11,45
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;17/11/2021;16,76
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;14/11/2021;12,07
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;10/11/2021;16,06
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;7/11/2021;11,77
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;3/11/2021;11,87
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;31/10/2021;13,27
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;27/10/2021;16,44
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;24/10/2021;12,54
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;20/10/2021;16,28
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;17/10/2021;12,41
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;13/10/2021;15,84
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;10/10/2021;12,61
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;6/10/2021;16,72
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;3/10/2021;9,29
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;29/9/2021;16,94
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;26/9/2021;12,76
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;22/9/2021;16,30
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;19/9/2021;12,50
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;15/9/2021;16,89
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;12/9/2021;12,27
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;8/9/2021;15,73
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;5/9/2021;12,31
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;1/9/2021;14,81
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;29/8/2021;12,67
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;25/8/2021;15,12
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;22/8/2021;12,55
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;18/8/2021;15,25
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;15/8/2021;12,46
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;11/8/2021;15,32
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;8/8/2021;12,46
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;4/8/2021;15,34
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;1/8/2021;12,57
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;28/7/2021;15,75
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;25/7/2021;12,39
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;21/7/2021;16,54
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;18/7/2021;11,71
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;14/7/2021;15,90
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;11/7/2021;12,54
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;7/7/2021;16,04
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;4/7/2021;12,51
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;30/6/2021;16,51
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;27/6/2021;13,75
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;23/6/2021;10,98
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;20/6/2021;12,46
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;16/6/2021;17,29
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;13/6/2021;13,32
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;9/6/2021;17,64
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;6/6/2021;12,11
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;2/6/2021;16,56
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;30/5/2021;9,91
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;26/5/2021;14,36
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;23/5/2021;8,68
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;19/5/2021;16,79
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;16/5/2021;13,09
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;12/5/2021;14,25
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;9/5/2021;12,04
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;5/5/2021;16,06
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;2/5/2021;7,15
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;28/4/2021;15,05
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;25/4/2021;5,18
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;21/4/2021;15,22
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;18/4/2021;9,51
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;14/4/2021;15,78
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;11/4/2021;7,98
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;7/4/2021;15,93
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;4/4/2021;14,14
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;31/3/2021;16,40
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;28/3/2021;9,41
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;24/3/2021;16,07
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;21/3/2021;11,86
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;17/3/2021;16,52
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;14/3/2021;9,71
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;10/3/2021;15,62
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;7/3/2021;8,43
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;3/3/2021;15,46
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;28/2/2021;8,53
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;24/2/2021;15,06
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;21/2/2021;7,74
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;17/2/2021;15,36
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;14/2/2021;7,75
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;10/2/2021;14,53
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;7/2/2021;6,73
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;3/2/2021;14,98
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;31/1/2021;6,48
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;27/1/2021;14,66
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;24/1/2021;6,17
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;20/1/2021;14,16
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;17/1/2021;6,47
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;13/1/2021;12,76
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;10/1/2021;5,52
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;6/1/2021;9,32
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;3/1/2021;8,02
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;30/12/2020;13,11
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;27/12/2020;8,44
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;23/12/2020;14,63
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;20/12/2020;8,77
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;16/12/2020;15,86
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;13/12/2020;7,60
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;9/12/2020;15,08
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;6/12/2020;7,53
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;2/12/2020;16,01
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;29/11/2020;7,55
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;25/11/2020;16,57
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;22/11/2020;7,19
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;18/11/2020;16,89
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;15/11/2020;7,28
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;11/11/2020;15,70
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;8/11/2020;6,86
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;4/11/2020;15,77
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;1/11/2020;7,33
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;28/10/2020;17,05
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;25/10/2020;12,11
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;21/10/2020;17,51
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;18/10/2020;12,15
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;14/10/2020;19,02
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;11/10/2020;15,37
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;7/10/2020;18,77
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;4/10/2020;14,19
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;30/9/2020;14,28
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;27/9/2020;12,00
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;23/9/2020;18,19
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;20/9/2020;14,95
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;16/9/2020;19,39
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;13/9/2020;15,85
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;9/9/2020;18,92
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;6/9/2020;15,40
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;2/9/2020;17,51
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;30/8/2020;15,23
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;26/8/2020;18,58
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;23/8/2020;13,09
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;19/8/2020;18,23
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;16/8/2020;15,73
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;12/8/2020;18,71
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;9/8/2020;15,61
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;5/8/2020;19,26
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;2/8/2020;15,55
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;29/7/2020;19,49
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;26/7/2020;15,58
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;22/7/2020;19,39
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;19/7/2020;15,58
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;15/7/2020;19,84
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;12/7/2020;16,19
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;8/7/2020;19,87
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;5/7/2020;16,41
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;1/7/2020;20,06
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;28/6/2020;16,40
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;24/6/2020;15,32
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;20/6/2020;16,89
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;19/6/2020;18,49
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;18/6/2020;18,03
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;17/6/2020;18,50
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;16/6/2020;17,61
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;15/6/2020;17,53
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;14/6/2020;14,57
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;13/6/2020;16,08
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;12/6/2020;17,26
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;11/6/2020;17,81
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;10/6/2020;17,81
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;9/6/2020;15,45
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;8/6/2020;15,32
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;7/6/2020;11,97
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;6/6/2020;15,58
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;5/6/2020;17,44
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;4/6/2020;16,58
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;3/6/2020;17,05
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;2/6/2020;17,37
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;1/6/2020;15,68
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;31/5/2020;12,69
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;30/5/2020;14,72
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;29/5/2020;16,78
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;28/5/2020;16,81
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;27/5/2020;16,54
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;26/5/2020;16,12
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;25/5/2020;14,98
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;24/5/2020;11,24
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;23/5/2020;12,90
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;22/5/2020;15,28
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;21/5/2020;15,28
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;20/5/2020;15,19
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;19/5/2020;15,19
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;18/5/2020;13,95
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;17/5/2020;9,35
Total Nacional;Cataluña;Tarragona;;Porcentaje de población que sale del área;16/5/2020;11,12
